true_class,evidence_set_network__ACC,evidence_set_network__BLCA,evidence_set_network__BRCA,evidence_set_network__CESC,evidence_set_network__COAD,evidence_set_network__DLBC,evidence_set_network__GBMLGG,evidence_set_network__HNSC,evidence_set_network__KIPAN,evidence_set_network__KIRC,evidence_set_network__LAML,evidence_set_network__LGG,evidence_set_network__LIHC,evidence_set_network__LUAD,evidence_set_network__LUSC,evidence_set_network__OV,evidence_set_network__PAAD,evidence_set_network__PCPG,evidence_set_network__PRAD,evidence_set_network__SARC,evidence_set_network__SKCM,evidence_set_network__STES,evidence_set_network__TGCT,evidence_set_network__THCA,evidence_set_network__THYM,evidence_set_network__UCEC
HNSC,0.036585473,0.045923065,0.039481234,0.0430163,0.06369544,0.023492223,0.0499556,0.024608567,0.04080701,0.045130674,0.025998961,0.04683008,0.053401887,0.029549563,0.04818968,0.039285086,0.01826377,0.027306603,0.015384328,0.044846687,0.113618076,0.01009046,0.025405206,0.022760654,0.040707175,0.025666228
GBMLGG,0.0022275427,0.0073390845,0.00318657,0.002793822,0.0015067522,0.0024324867,0.26621616,0.0027055508,0.0018997027,0.0028620402,0.002234091,0.6575032,0.0032003068,0.0052986415,0.0013127872,0.002349887,0.0029264905,0.0013733843,0.0027907768,0.0026567911,0.011354109,0.004376287,0.0025748021,0.0005099283,0.0039362456,0.0024324022
BRCA,0.0067909276,0.05441437,0.3324681,0.022895787,0.02523226,0.064324744,0.062317573,0.054045722,0.020937277,0.011990299,0.0055922368,0.021906387,0.020520063,0.012961731,0.035141632,0.004914811,0.004869021,0.057819717,0.006181862,0.0049703415,0.04458201,0.027384505,0.008298349,0.003772991,0.0057631214,0.07990415
SARC,0.01969839,0.015694981,0.041075557,0.028059917,0.005540018,0.011997693,0.045064155,0.043433733,0.06472703,0.075001866,0.044044144,0.056649078,0.05026518,0.020984001,0.009561089,0.057911128,0.04394286,0.07194823,0.0578476,0.05711801,0.006906077,0.004037353,0.048934195,0.059967935,0.04238202,0.01720781
THCA,0.003047817,0.01275147,0.004356683,0.004406435,0.0014639605,0.0043309517,0.005168637,0.005668866,0.0037641544,0.0042661577,0.00487683,0.0043195835,0.0046066944,0.0018668886,0.0059794127,0.00630011,0.0038075994,0.0047453856,0.0041265856,0.004347351,0.03277341,0.0014461592,0.00588214,0.85732126,0.004124235,0.0042512706
THCA,0.0037548493,0.0021723122,0.017657466,0.0037875935,0.0007734321,0.0010369413,0.013380568,0.0013293511,0.018370606,0.017848542,0.0078864535,0.013283266,0.013037343,0.0015679111,0.002958214,0.015012265,0.00891366,0.008690418,0.016290192,0.009541689,0.012431864,0.0033977749,0.01177828,0.7834086,0.00992669,0.0017638253
THCA,0.004869121,0.0061686025,0.0054775607,0.005828989,0.0010420721,0.0024997103,0.00404226,0.002028962,0.0039135865,0.0047161845,0.005521274,0.003981701,0.006001915,0.004013393,0.003950282,0.004226615,0.004943726,0.0062732776,0.0038021896,0.005141733,0.009021248,0.0012720627,0.005597404,0.88903904,0.004940597,0.0016864585
BRCA,0.013023047,0.027748605,0.028497027,0.0041244403,0.06715432,0.009483042,0.04004793,0.05110089,0.0026684834,0.0026428103,0.0045357794,0.035562064,0.043378603,0.13567005,0.18681854,0.22570927,0.018131336,0.0014804966,0.0038761108,0.025995843,0.016411994,0.02748744,0.0019300744,0.00085243705,0.0026534577,0.02301584
GBMLGG,0.000657494,0.00074894755,0.00026717348,0.00028128867,0.0005165836,0.0006364333,0.45338222,0.0011763046,0.00020701856,0.00014559327,0.00050615397,0.51986897,0.0006753948,0.0003024523,0.00028798665,0.0013530374,0.0007728256,0.00048566735,0.00016764714,0.011350131,0.004933317,0.0006307592,0.00021477781,2.1950269e-05,0.00030227122,0.000107584645
KIRC,0.05641263,0.046259433,0.05357253,0.06736829,0.031699732,0.031963397,0.018408354,0.0806043,0.033738136,0.023139,0.00833187,0.0115693435,0.049022853,0.1004565,0.026301678,0.020072393,0.08823979,0.00598814,0.016734365,0.03020208,0.04187149,0.024521044,0.025825474,0.0032597582,0.013019093,0.091418326
LGG,0.0051554237,0.0011760939,0.0017763418,0.0023773527,0.0018639531,0.0015184963,0.03576956,0.0027489192,0.0012586284,0.0019885274,0.005520546,0.89754933,0.0016796484,0.0015492089,0.015293329,0.0020131047,0.0018462103,0.0018975694,0.0024092777,0.002773349,0.0022861229,0.0014092833,0.003151895,0.0011161742,0.0015088987,0.0023627863
GBMLGG,0.010072861,0.012343837,0.009767599,0.008178205,0.0009664198,0.007309959,0.015770491,0.008295609,0.010817062,0.012774592,0.6345935,0.017980618,0.006251981,0.01036266,0.0062880735,0.010554607,0.014863778,0.013016176,0.012655635,0.016914569,0.11885417,0.0030504265,0.013121191,0.009101725,0.011948481,0.004145809
BLCA,0.06473017,0.45169467,0.005738766,0.0617839,0.016400939,0.017535804,0.0016907038,0.027197193,0.00032435966,0.00045905527,0.00015888373,0.0029999195,0.020790014,0.060957875,0.018787364,0.002741394,0.0037002945,0.0019636576,0.00014639094,0.0032403208,0.113758065,0.07810756,0.0044320105,5.818374e-06,0.0012559817,0.03939886
STES,0.028816793,0.11446635,0.011100696,0.006868403,0.10522596,0.00744115,0.0016336602,0.19384624,0.00064183376,0.00011353429,5.2944142e-05,0.0025510367,0.0144323595,0.04964525,0.23087934,0.010020441,0.018287936,0.000107304055,0.00013124918,0.0026285562,0.01790115,0.1295482,0.00020200973,1.0587394e-05,0.00031665355,0.053130437
BLCA,0.028150477,0.15709133,0.029126555,0.0675389,0.114451155,0.025679054,0.0059985043,0.044320635,0.009930967,0.0057598054,0.005176432,0.005400285,0.029959569,0.04879732,0.031030674,0.013111903,0.021004431,0.0039617666,0.0064696684,0.0144889485,0.09688432,0.18122205,0.0070957113,0.0028323196,0.0049881283,0.039529067
PAAD,0.048379827,0.017341148,0.0767085,0.025032818,0.011639526,0.024815658,0.062042404,0.06310405,0.05674471,0.04242023,0.046384744,0.057487402,0.05271334,0.0060146693,0.020096116,0.039112166,0.014403804,0.07914617,0.044687893,0.050701533,0.0075810533,0.0045560636,0.0401858,0.048707355,0.043962114,0.016030947
TGCT,0.04109376,0.067451574,0.04410429,0.035150677,0.03378844,0.021306446,0.027366675,0.059611183,0.052397262,0.030960472,0.013064628,0.037154038,0.065516025,0.06339581,0.024759442,0.029477851,0.06418948,0.013816299,0.015411563,0.044466622,0.045629464,0.04331967,0.03169966,0.004736682,0.04102415,0.049107846
STES,0.052636713,0.08219599,0.017294766,0.048532236,0.058973737,0.16103573,0.006260097,0.044505455,0.0062885615,0.005262791,0.002614082,0.005628227,0.032180857,0.05782728,0.06582939,0.0030933185,0.048757676,0.0025330973,0.002150513,0.008648964,0.1363164,0.084730975,0.015533507,0.00035682984,0.014688313,0.03612443
LAML,0.006801185,0.012817264,0.01819016,0.01329842,0.0003546252,0.011684059,0.0037379076,0.01548485,0.010012857,0.011287396,0.7572661,0.008533347,0.006906118,0.0076906434,0.012517629,0.012117522,0.007510685,0.013381431,0.01198953,0.012868791,0.0032090636,0.0014512162,0.013525629,0.011379386,0.013605348,0.0023788088
PCPG,0.006062938,0.059862148,0.027709035,0.06070721,0.009870085,0.0045966674,0.057502836,0.009959305,0.04539801,0.031271458,0.06070299,0.05894505,0.060716674,0.06032199,0.0073499456,0.011371944,0.005028355,0.02170524,0.027683666,0.025068011,0.15143095,0.015073826,0.059953753,0.05792386,0.058474,0.005310079
BLCA,0.102624044,0.1430218,0.0041542044,0.010312533,0.08862659,0.01702749,0.00955793,0.019428704,0.00083125586,0.0003413376,0.0004923427,0.0075215297,0.012894074,0.081934154,0.060813986,0.01143189,0.074293405,0.0006771259,0.00013402733,0.009658743,0.055042624,0.18189003,0.0010534263,3.131743e-05,0.0065628137,0.09964257
PCPG,0.1602174,0.0025634463,0.0059125368,0.0011320756,0.00036876978,0.008067164,0.28914657,0.0012143232,0.002589768,0.002372793,0.0057458803,0.21471837,0.0057850797,0.028076917,0.0026032783,0.014259355,0.007156106,0.20137095,0.003833389,0.012234788,0.006726187,0.004697279,0.007087333,0.0033617725,0.008057147,0.0007013528
PCPG,0.024874415,0.0053947954,0.06443476,0.05961965,0.05004842,0.0013901489,0.041738022,0.024918573,0.059839573,0.06205522,0.06144284,0.036875613,0.017393822,0.039427143,0.0011108905,0.07959624,0.083316475,0.03632508,0.04981975,0.07008894,0.0032701793,0.002820676,0.023969037,0.054714587,0.04344817,0.002067006
OV,0.010569322,0.041959204,0.030623995,0.0049693394,0.04736244,0.0034416274,0.05583992,0.0900709,0.01062991,0.009165931,0.0098459,0.1581302,0.015889676,0.013653788,0.06606579,0.2210066,0.10744491,0.0062932926,0.010045478,0.051607702,0.00227813,0.0047925315,0.0075729196,0.004063692,0.0081373155,0.008539615
BLCA,0.23041464,0.14919966,0.0034534454,0.032644853,0.036556873,0.028088452,0.0010421969,0.015190276,0.003970379,0.014432352,0.0018905245,0.0016720152,0.044304714,0.17107041,0.03475021,0.0056686047,0.04608363,0.0032665676,0.0012001637,0.00392974,0.049125,0.074586205,0.010221244,0.00011059111,0.007960081,0.029167287
BRCA,0.003128274,0.0010114494,0.9299591,0.0036656787,0.0005634893,0.0024715068,0.0018695131,0.002478361,0.00092244265,0.0044120825,0.005546632,0.004058415,0.004954777,0.00078924635,0.0003790809,0.0032849973,0.0006323374,0.00677818,0.0038448498,0.006423504,0.0004537766,0.0010837648,0.005615205,0.0017244628,0.0036774895,0.00027133967
BRCA,0.0002012063,0.00029141802,0.9955668,0.00042326676,8.213821e-05,0.00028364165,0.00016945628,0.00010644487,0.00010960407,0.00012706961,6.157872e-05,0.0002994999,0.0001551796,0.00010306213,4.872114e-05,9.878493e-05,8.546131e-05,9.6432355e-05,9.6485346e-05,0.00022043126,0.0001775514,0.00029876045,0.00015429361,6.75568e-05,9.150561e-05,0.00058353186
STES,0.11054696,0.02932351,0.05310552,0.027161086,0.16584131,0.027818792,0.005979928,0.07816445,0.0063106534,0.0019553464,0.0009980819,0.0033322219,0.011754872,0.044155873,0.17014238,0.0017809584,0.0069630556,0.0023138411,0.0016084509,0.0033653125,0.04625705,0.1275625,0.0056517106,0.02804876,0.002082758,0.03777458
OV,0.04324491,0.031863436,0.04999735,0.05857268,0.013759965,0.054421507,0.037978243,0.029049719,0.068217285,0.044838086,0.024876188,0.02758262,0.030358763,0.044372316,0.03572824,0.066633105,0.038645167,0.028104454,0.042208828,0.046745062,0.08165544,0.018667094,0.03074041,0.008696135,0.02409548,0.0189475
GBMLGG,0.0027520072,0.0065742824,0.00301658,0.0053377757,0.012999644,0.013035236,0.0065577044,0.014861839,0.0028240576,0.005404516,0.004012735,0.010197759,0.0036415989,0.01208191,0.008928426,0.0028353175,0.0047831843,0.006502072,0.007905685,0.0025250828,0.035208423,0.0034280834,0.006174686,0.8135489,0.0034536838,0.0014087395
OV,0.016151657,0.026557337,0.06797774,0.0028620595,0.021565368,0.0039580246,0.022926476,0.12455884,0.0033619744,0.0018029897,0.012615899,0.070860036,0.016209798,0.03393174,0.036785148,0.4078684,0.029521367,0.0028841686,0.006474065,0.05619002,0.0024961126,0.013521692,0.002604463,0.0020749264,0.012836522,0.0014031578
HNSC,0.021790013,0.1161295,0.21021184,0.052586753,0.0689657,0.022208339,0.016305871,0.046409003,0.0089395875,0.008597375,0.00256521,0.008170135,0.007705155,0.0148244165,0.08953807,0.0049187522,0.006179262,0.0053222547,0.0064833234,0.006695598,0.02200238,0.18051335,0.015357186,0.0028090272,0.0069236583,0.047848187
ACC,0.99465984,0.0006565506,2.8632132e-05,0.00019780434,0.00042356932,0.00022407458,1.9941193e-05,0.00027718034,1.3801036e-05,1.2778402e-05,1.0714525e-05,8.414773e-06,0.00023438738,0.0005111403,0.00045974838,2.7989308e-05,0.0003371554,1.5064451e-05,9.638031e-06,5.7091434e-05,0.00050292356,0.0007032188,8.589603e-05,2.2622496e-06,3.889349e-05,0.00048140984
OV,0.016514894,0.027069112,0.0636796,0.0007808369,0.05933946,0.0032002684,0.015278004,0.19670981,0.0007876587,0.0008833228,0.0181219,0.069442034,0.02602074,0.011481751,0.029343383,0.16386278,0.13933364,0.0030840435,0.01227244,0.06556821,0.011981874,0.04693148,0.0021178157,0.0006908549,0.009802152,0.00570194
THYM,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154
HNSC,0.047096603,0.08160264,0.049481433,0.02720457,0.035187826,0.030392917,0.016317638,0.05359816,0.023898976,0.056030437,0.022039386,0.031026995,0.048470587,0.056356903,0.029987436,0.061989952,0.057036616,0.026990836,0.018824758,0.033598732,0.043105528,0.03692592,0.027593715,0.0099281855,0.030206596,0.045106627
BRCA,0.007918202,0.028586656,0.4478927,0.05383697,0.08091738,0.009920666,0.030617397,0.039068744,0.019543812,0.018743074,0.009980964,0.04670666,0.02879375,0.030644812,0.020011285,0.014904693,0.010068111,0.0061884564,0.016921446,0.011580625,0.007947746,0.010010243,0.01854717,0.0049445936,0.009354991,0.016348844
LUAD,0.0015228225,0.02312656,0.00015925207,0.0073811538,0.06427648,0.0077123637,9.184902e-06,0.019822722,5.520618e-06,2.1251861e-07,2.43154e-09,2.9587565e-07,0.0012302098,0.036584605,0.13058515,1.0468982e-05,0.0006788204,8.566011e-09,3.093489e-08,8.01476e-06,0.35380125,0.20242675,2.0944792e-06,9.856104e-10,4.002167e-07,0.15065554
KIRC,0.01781503,0.016466886,0.005734353,0.013697184,0.011759636,0.012406913,0.007954018,0.011759636,0.16925177,0.5280248,0.013607428,0.01161916,0.013563217,0.012761376,0.012910277,0.011127694,0.0151794385,0.014026112,0.010869987,0.012377186,0.010163821,0.012998092,0.014996785,0.009758543,0.016826665,0.012343968
THCA,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154
KIPAN,0.011277285,0.017975947,0.021447215,0.015452571,0.0131161,0.01669313,0.011836629,0.01584271,0.31890473,0.30128345,0.010526152,0.0120974835,0.015298662,0.03438426,0.02494945,0.016137818,0.014533115,0.017980015,0.021618254,0.015622469,0.011635574,0.01364227,0.009281256,0.010237395,0.013941618,0.014284441
SKCM,0.009675395,0.016538266,0.00951604,0.009063601,0.7727855,0.011534214,0.0065716775,0.005951613,0.005683978,0.004966953,0.00565321,0.008184308,0.015879333,0.006649012,0.006403428,0.013077451,0.008870136,0.006595948,0.0062138983,0.022204988,0.010365114,0.004344517,0.013622182,0.0064038187,0.005438179,0.007807026
STES,0.028642911,0.087383986,0.015204095,0.013065684,0.05974395,0.0160149,0.0053959903,0.20380867,0.005308588,0.003200554,0.0037654603,0.007473775,0.03313233,0.035824623,0.075681165,0.015963033,0.062337413,0.004319792,0.00095583516,0.018818242,0.1723182,0.07781159,0.010135404,0.0005301886,0.006685266,0.03647833
BRCA,0.0044990727,0.02304392,0.72088385,0.01092318,0.012880873,0.004206803,0.020329623,0.02510259,0.004827638,0.0040230625,0.004376902,0.014064564,0.025588706,0.011523751,0.011527322,0.009370565,0.0037808062,0.0052199787,0.0045392783,0.04805174,0.004067303,0.0071040234,0.006367838,0.0032710447,0.0062534274,0.0041721477
BRCA,0.06741731,0.020471273,0.052316073,0.044143837,0.011238197,0.021738322,0.042166494,0.036662463,0.049093623,0.05770929,0.03444511,0.03597094,0.03860489,0.035369385,0.029549783,0.035300665,0.035380583,0.034913134,0.048807245,0.0477882,0.032109722,0.036196537,0.055647314,0.043056216,0.034079984,0.019823382
BRCA,0.013114126,0.013672262,0.50754,0.018096946,0.020747313,0.015525161,0.036069226,0.06015513,0.017799458,0.01499253,0.017234681,0.023350006,0.036852077,0.013024937,0.007579543,0.01819034,0.016232401,0.017155962,0.017518934,0.018075252,0.002914365,0.013304797,0.019283345,0.017114786,0.014515319,0.029941117
UCEC,0.0045593805,0.0030133238,0.009355451,0.0030097477,0.00046530188,0.0045577874,0.015315371,0.0012920499,0.0101811085,0.013425157,0.001815852,0.0017228201,0.113234796,0.0022141922,0.014291095,0.0032379695,0.0019049996,0.0021680426,0.009531168,0.0070074266,0.03999816,0.017664304,0.0017049384,0.0036851277,0.0027984355,0.71184605
SKCM,0.013626371,0.02012751,0.0037786048,0.023825306,0.051457554,0.046671413,0.00428211,0.0319531,0.0011326234,0.0009631656,0.0014422155,0.0020546052,0.00860717,0.049311254,0.038914423,0.0033157452,0.012494742,0.0020080863,0.0034531122,0.0057293037,0.61151433,0.011037626,0.0038366872,0.008757888,0.0019414137,0.037763532
LIHC,0.14309391,0.085475065,0.0037144355,0.039452817,0.032857515,0.06563133,0.0001833901,0.018900072,0.0029071278,0.0015013942,0.004112362,0.0011480289,0.13237801,0.0699682,0.08569765,0.0042086956,0.04146728,0.005188986,0.0009471085,0.006917857,0.06441827,0.046402223,0.019941682,0.0001648496,0.020177763,0.10314406
SARC,0.04187114,0.0085817,0.045800798,0.02249471,0.00223977,0.025119456,0.030312246,0.026270991,0.040880177,0.05853269,0.046133082,0.0584259,0.05834343,0.03672015,0.035059936,0.048331264,0.047364593,0.06443632,0.062561855,0.062931195,0.0040361714,0.0050527635,0.056907725,0.06113977,0.04763353,0.0028186399
CESC,0.039249852,0.23006265,5.221966e-05,0.18659599,0.0069488273,0.0766658,6.995954e-08,0.06881026,2.0325108e-06,8.2885634e-07,1.4378721e-06,1.9910087e-07,0.015228758,0.07978157,0.21571738,6.896233e-06,0.014461125,1.0087566e-05,2.6697338e-08,8.9205045e-05,0.022179192,0.011555877,0.001944572,5.565471e-12,0.0010257559,0.02960932
SKCM,0.110936366,0.12800056,0.00017068196,0.095600754,0.036245957,0.18333581,1.7623757e-06,0.031635307,2.4861814e-07,4.1011708e-07,1.120708e-07,2.4525496e-06,0.016797604,0.12129094,0.09462138,3.1190023e-06,0.018847872,2.9319267e-06,1.5346094e-08,6.389547e-05,0.019249916,0.11873518,0.00035099036,3.7403414e-13,0.00026712992,0.023838555
PRAD,0.03287927,0.020749912,0.060771696,0.05629385,0.014753183,0.023665786,0.043446872,0.042544752,0.06603005,0.04824065,0.05083417,0.051354863,0.031020302,0.028112747,0.027790535,0.02796802,0.028698087,0.03652043,0.059070714,0.05575276,0.027968649,0.0097466605,0.050643917,0.050361186,0.04218924,0.012591706
OV,0.003983681,0.023424242,0.11459139,0.00619658,0.08440701,0.0036076284,0.0873707,0.05605239,0.0133139,0.011713925,0.0033017427,0.12018349,0.036436714,0.035821248,0.07144996,0.19728135,0.031391744,0.008783055,0.010253607,0.031325437,0.00228523,0.023510883,0.008477877,0.0038112365,0.0044148318,0.0066100983
STES,0.0080706775,0.06886717,0.032977723,0.00831309,0.07027694,0.010528668,0.036515314,0.13740428,0.0051196427,0.0016420877,0.006364495,0.03839243,0.056522455,0.08270333,0.11799167,0.056610473,0.054774042,0.00154942,0.003501756,0.06442729,0.01666508,0.07977435,0.0044329367,0.00041850397,0.0064652325,0.029690964
PAAD,0.1165854,0.027704483,0.03074673,0.03787821,0.02019432,0.024695462,0.036801312,0.048784353,0.040434223,0.05860746,0.036795408,0.043068144,0.045960404,0.028522214,0.05247129,0.0370442,0.03626389,0.038536765,0.02985395,0.058751795,0.02324881,0.0067762514,0.036912862,0.013505892,0.048072867,0.021783298
HNSC,0.027617129,0.14604425,0.0035348956,0.023283536,0.11340465,0.046984088,0.0012987487,0.117276154,0.0012338947,0.0006854814,0.0017723972,0.001062497,0.036105905,0.05059043,0.14202082,0.005361811,0.065984055,0.002375256,0.00039403583,0.010104566,0.08487129,0.085063875,0.006431229,7.8262485e-05,0.00675031,0.019670393
HNSC,0.008778172,0.09165193,0.038368277,0.005953783,0.10861971,0.02670362,0.02885418,0.07841619,0.004051498,0.0019078647,0.003880598,0.028302422,0.05598403,0.059348885,0.10547946,0.09903583,0.07817044,0.0023304704,0.0034725296,0.02193683,0.03467198,0.07760359,0.0019419239,0.00060517003,0.004142667,0.029788053
BRCA,0.015586457,0.044036422,0.07783792,0.002460643,0.0069094934,0.012155053,0.018502776,0.19546433,0.004313506,0.0019138395,0.0032588185,0.03764769,0.012899295,0.1124679,0.077280566,0.17587197,0.024154657,0.0039188964,0.0038073577,0.07656895,0.019517519,0.05793571,0.006968741,0.0030766488,0.0040371036,0.0014077222
LIHC,0.06301919,0.039792083,0.041281704,0.0698655,0.062833466,0.033230107,0.012519328,0.028118698,0.037160035,0.042428892,0.01824437,0.0116966665,0.05108375,0.050295774,0.06605069,0.029731289,0.042264115,0.0183511,0.017795896,0.0775063,0.07171678,0.016521534,0.0369528,0.004523646,0.03130142,0.025714858
LUAD,0.0049395794,0.09853554,0.0025863156,0.0068911943,0.08148952,0.007216123,0.0007174405,0.033225458,0.0003705279,0.00012696434,0.00010808242,0.00019018768,0.043085083,0.11593307,0.23094048,0.0022299518,0.0360728,0.00014632144,7.118553e-05,0.0029981392,0.031958774,0.2553431,0.00083605165,2.9205194e-06,0.0006752424,0.043309994
HNSC,0.029328596,0.0282222,0.02770722,0.0025878092,0.038912904,0.0078024548,0.020562004,0.25256822,0.0010101494,0.00032218508,0.0022418639,0.00322257,0.023363799,0.057896126,0.1955327,0.038624726,0.12862204,0.00043563236,0.0045685805,0.017929902,0.015807297,0.09110097,0.0015840625,0.00020136501,0.002598053,0.007246594
STES,0.006692242,0.03383018,0.0023539534,0.0012501769,0.07326261,0.005534102,0.001182091,0.3076126,5.2405067e-05,4.802497e-05,4.3554926e-05,0.00033442178,0.019169398,0.086795725,0.22449723,0.0033908454,0.056249402,1.6699136e-05,8.2743274e-05,0.000118643744,0.026507597,0.13840076,0.00012373424,2.2887636e-07,0.00045414543,0.011996463
STES,0.10529222,0.15210953,0.002623733,0.012283525,0.080516174,0.018162267,0.0005200813,0.07838209,0.000107512016,6.121467e-05,0.00038856958,0.00039139987,0.023187144,0.053116992,0.11582642,0.0017741659,0.050327484,0.0004359532,4.2406446e-05,0.0025515347,0.14228828,0.06120592,0.008063386,7.4598197e-06,0.0035334143,0.086801164
KIRC,0.02690494,0.053943537,0.040932305,0.02944814,0.04242869,0.018931149,0.04054659,0.085276075,0.042051293,0.059327148,0.022372244,0.033843745,0.04987938,0.0492462,0.035839897,0.0189566,0.030287478,0.051943664,0.031971056,0.033323687,0.07020777,0.028490826,0.044737116,0.019402811,0.026466515,0.013241159
THCA,0.009247835,0.008117577,0.0067975638,0.010697573,0.0044549233,0.0053658076,0.010612472,0.00798929,0.006655257,0.0087068835,0.009536429,0.011174572,0.009580102,0.005866862,0.009035134,0.007171782,0.009240993,0.010463836,0.0092598805,0.008356802,0.109541215,0.0067013837,0.009442903,0.6886011,0.010117099,0.0072647408
THCA,0.0041400143,0.0032461307,0.004978098,0.008230901,0.00096370187,0.004748196,0.0049683917,0.002757234,0.004338522,0.0066238525,0.003452413,0.007812558,0.005372386,0.00078341004,0.006462357,0.0055181403,0.0044424445,0.01051299,0.010266687,0.0073381406,0.026306864,0.0019524606,0.0061328365,0.8533054,0.003907544,0.0014383587
LUAD,0.08237819,0.1451716,0.04182592,0.07693143,0.08040121,0.034446314,0.13721873,0.015691336,0.006060973,0.007589468,0.0060757217,0.010778742,0.034252726,0.015477314,0.04745024,0.03515158,0.012553069,0.005628785,0.005682007,0.026446616,0.034809705,0.04436515,0.013666933,0.0015846252,0.016507914,0.061853696
BRCA,0.02838102,0.0556744,0.05243779,0.053477,0.007650618,0.0029280053,0.038082037,0.054049507,0.047442418,0.05316438,0.0484915,0.045519367,0.058045518,0.010890373,0.0073773763,0.056054216,0.05102823,0.048587315,0.043532956,0.039514173,0.04204577,0.004559957,0.04812182,0.05230035,0.0465468,0.0040971213
LIHC,0.041008793,0.035617877,0.031240864,0.03671341,0.06460254,0.048620444,0.0037952159,0.038682166,0.008624123,0.005892836,0.004926456,0.0056492127,0.27167195,0.040370468,0.045451332,0.0062848157,0.04248109,0.009466418,0.0030287837,0.017170256,0.036535766,0.03625136,0.016970735,0.0018878309,0.011442651,0.13561247
BRCA,0.0043911543,0.0028721262,0.8710064,0.0061283186,0.011140299,0.0022571404,0.005143061,0.0073453467,0.0040239873,0.005684305,0.0042682714,0.0035613426,0.0057037673,0.007134763,0.0035829442,0.0034390702,0.009499328,0.004328086,0.0042984528,0.0073840255,0.0026193538,0.008235885,0.005528655,0.0048018238,0.004306312,0.0013159186
BRCA,0.0017941414,0.0018271719,0.94330984,0.0006829632,0.0007823322,0.0024945925,0.002983095,0.0025736555,0.0051850704,0.0029985085,0.0021721765,0.0026131156,0.0021721765,0.0023628871,0.0023234417,0.0027253511,0.0019061007,0.0020968127,0.002762641,0.002446462,0.0017132687,0.0018589012,0.00193763,0.002962484,0.0018152149,0.0014999277
GBMLGG,0.014267504,0.018596174,0.024687624,0.09980381,0.025528902,0.01241818,0.0443147,0.011875773,0.018765893,0.019246029,0.0034460274,0.008701446,0.04079463,0.04947906,0.13868673,0.00953322,0.01890726,0.025629627,0.019150192,0.009364549,0.03825654,0.039253075,0.0106728,0.0039800676,0.008126794,0.2865134
LIHC,0.0058511887,0.14250787,0.011393816,0.0033718783,0.08948942,0.01444273,0.0057892487,0.14764851,0.006499058,0.0008169817,0.0003331588,0.0034262133,0.03548638,0.17065191,0.05246485,0.02831181,0.097747594,0.00048376966,0.00014371077,0.01359409,0.09875849,0.06183356,0.0028048672,9.160408e-05,0.0014979664,0.004559253
OV,0.043986384,0.025908833,0.09339642,0.046844218,0.041340634,0.026287789,0.056898914,0.04743476,0.04790197,0.023601359,0.019673524,0.031901557,0.047645617,0.033317696,0.012771649,0.05806581,0.040808298,0.0190327,0.024101866,0.049115468,0.05127856,0.06321597,0.039384894,0.012146571,0.016851982,0.02708649
UCEC,0.0066580316,0.019647494,0.0005043389,0.017901365,0.013366294,0.03288213,0.00044496433,0.030157628,0.00030982262,0.00028257974,3.6805715e-05,0.0003151407,0.005298568,0.002219782,0.009016933,9.7184195e-05,0.0011203432,4.509926e-05,3.3187072e-05,0.00015112074,0.0034398467,0.015147982,0.0006628811,1.2728178e-06,0.0007771533,0.8394821
THCA,0.010043102,0.011162505,0.0056140614,0.014634788,0.00058902876,0.0018372984,0.008734574,0.015193656,0.003927534,0.0060632504,0.007209113,0.014715668,0.0071475087,0.00031240357,0.0073147183,0.004436711,0.019233888,0.007809021,0.017087437,0.011185562,0.19705397,0.011328272,0.018623622,0.5806358,0.011729075,0.006377465
KIRC,0.025834545,0.016795961,0.04263036,0.044825383,0.0151014915,0.05795205,0.04271236,0.024856703,0.055367973,0.034908574,0.039632898,0.051050145,0.052049264,0.044128094,0.029029911,0.05852053,0.04732291,0.035907768,0.044969823,0.052131977,0.016896775,0.013601862,0.08500553,0.025046512,0.031191282,0.01252929
THCA,0.02963611,0.026187623,0.0785439,0.021379577,0.0052499943,0.007536991,0.0631857,0.014446989,0.07367844,0.06430498,0.05335777,0.0702574,0.024624432,0.009620313,0.0070239455,0.038556095,0.012308871,0.072709195,0.04480941,0.08449451,0.03313154,0.012754799,0.027079072,0.06410611,0.058843758,0.0021725225
COAD,0.0060790167,0.05393603,0.03727135,0.009082368,0.023314912,0.009156687,0.09410398,0.050540242,0.007085342,0.008073996,0.004948038,0.13914853,0.039114423,0.034269255,0.022320217,0.2891088,0.073260486,0.0037398154,0.0071217846,0.032554034,0.011088339,0.019631444,0.005829417,0.0054098554,0.0033666603,0.010445001
