true_class,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,h3__ACC,h3__BLCA,h3__BRCA,h3__CESC,h3__COAD,h3__DLBC,h3__GBMLGG,h3__HNSC,h3__KIPAN,h3__KIRC,h3__LAML,h3__LGG,h3__LIHC,h3__LUAD,h3__LUSC,h3__OV,h3__PAAD,h3__PCPG,h3__PRAD,h3__SARC,h3__SKCM,h3__STES,h3__TGCT,h3__THCA,h3__THYM,h3__UCEC
KIPAN,0.011561648,0.018485896,0.049787425,0.111797154,0.0038741357,0.014506913,0.0056100274,0.016843382,0.24709286,0.16259483,2.319335e-05,0.0011989649,0.024208834,0.008678549,0.0070344363,0.008414388,0.0035669985,0.00020034259,0.0071765957,0.014829237,0.005861535,0.03651111,0.22199588,0.00085486256,0.001396674,0.015894113,0.007829972,0.014141198,0.03579884,0.111185655,0.001970834,0.010969232,0.0027743743,0.011426293,0.27216908,0.16744976,5.6391314e-06,0.0004949052,0.017794421,0.0051475926,0.0040148636,0.004958567,0.0018313159,6.5176966e-05,0.0039554625,0.010128407,0.0032764971,0.031613298,0.26906297,0.000322959,0.0006233177,0.010989369
PRAD,0.00012286338,6.460676e-05,0.006697676,0.010599925,0.004281423,0.0023589372,0.006475926,0.00073517056,0.0038317605,0.005066929,0.033563353,0.011929244,0.00294494,0.0037485522,0.00038145747,0.0021727588,0.0019774719,0.008749294,0.04532412,0.021374471,0.011449594,0.0017926795,0.0011938951,0.7709472,0.03726026,0.004955444,5.5250435e-05,2.7825743e-05,0.003872847,0.0069150524,0.0027114635,0.0013646202,0.0037783475,0.0003676052,0.0021100934,0.0029323099,0.023732984,0.007705032,0.0016615783,0.0021609983,0.0001921663,0.0011451663,0.0010632342,0.0055289855,0.032518756,0.014641784,0.008233421,0.0010151429,0.0006199343,0.8452794,0.027151095,0.0032148834
LUSC,0.00020208617,0.0023099442,0.00015037015,0.00041173774,0.0005404289,4.8822018e-05,1.6836744e-05,0.0087148,0.00028814294,6.552406e-05,1.2668334e-10,1.4565668e-07,0.005967358,0.030207314,0.9283083,0.00018560591,7.3708043e-06,3.9410152e-11,1.7868584e-05,9.060168e-05,0.00052242866,0.021627516,5.8026802e-05,5.4325655e-11,5.8508465e-07,0.0002580991,4.887046e-05,0.0007302509,2.727346e-05,9.841116e-05,0.00013739822,9.1806505e-06,2.1900375e-06,0.0031215332,5.913783e-05,1.098508e-05,5.0350683e-12,1.1766598e-08,0.0019913893,0.012879383,0.97218734,3.8215396e-05,9.709997e-07,1.2914219e-12,2.693225e-06,1.5902158e-05,0.00013495269,0.0084349215,1.0800957e-05,1.7152919e-12,5.6716623e-08,5.8152436e-05
BRCA,1.7198847e-05,0.00011216161,0.85346144,0.004093346,0.0014395718,7.3027964e-05,0.007660436,0.003224361,0.0008185031,0.0015645933,0.0026990306,0.011757586,0.0013391504,0.00081501756,0.00029271664,0.0014998463,0.00017639188,0.00078911526,0.0033146606,0.0051483978,0.00017495496,0.0012629167,6.6632947e-06,0.0028735872,0.0016080682,0.0937773,6.842614e-06,5.0391587e-05,0.89476186,0.00255581,0.00080098875,3.2096767e-05,0.004644774,0.0018867382,0.0004134164,0.00085518364,0.0015396063,0.0075617046,0.0007138932,0.0004253134,0.00014311197,0.00082361634,8.006238e-05,0.00039627237,0.002043613,0.0031339366,8.157242e-05,0.00065741525,2.4386904e-06,0.0016275973,0.0008970607,0.073864706
GBMLGG,0.0011565409,0.008299925,0.065930285,0.011728924,0.017691862,0.003031812,0.007747742,0.42504537,0.0035656295,0.0050646537,8.2028004e-07,0.002320808,0.09753395,0.07245629,0.034102865,0.090327114,0.030387875,4.870713e-06,0.0049024764,0.009540738,0.006538051,0.06103334,0.0021769002,0.00019067246,0.00094107486,0.038279347,0.0004758959,0.004911039,0.0491101,0.0074367984,0.011088089,0.0015570703,0.0038352036,0.5526412,0.0015046397,0.0024320958,1.3385652e-07,0.0009826793,0.08799706,0.06322512,0.024306836,0.079127185,0.020796653,1.0811202e-06,0.002284914,0.0053463564,0.0035360428,0.047055803,0.0009456144,5.504372e-05,0.00036963663,0.028977683
PCPG,0.0005494474,0.0013045603,0.18087776,0.043701228,0.01054055,0.0034244126,0.019369245,0.010829911,0.051934425,0.08923172,0.02353833,0.017029997,0.014352295,0.018648835,0.002169627,0.0723139,0.03574231,0.081765816,0.15090004,0.041806757,0.008056854,0.012118292,0.011071486,0.04126759,0.049724124,0.007730491,0.0002463009,0.000651322,0.19994104,0.041561786,0.008271778,0.0021222567,0.013992506,0.007430196,0.04496724,0.09281786,0.01932926,0.012557976,0.0101333065,0.016992053,0.0011547474,0.073425695,0.0315007,0.08850343,0.18374503,0.038708407,0.005320087,0.008353875,0.007923718,0.035945695,0.049240787,0.0051629515
BRCA,0.0054761367,0.06859403,0.10815654,0.27634087,0.02566405,0.006050203,0.05581378,0.043766897,0.025779067,0.020342277,0.00010200014,0.0128043275,0.032059804,0.030339839,0.033429157,0.06340593,0.03858408,0.00077167386,0.008094914,0.030148268,0.007677653,0.016979203,0.008324906,0.0034170018,0.004428065,0.07344932,0.0031540282,0.07101771,0.09984824,0.37362823,0.019304283,0.0038051456,0.045031678,0.037744883,0.017475499,0.01330881,3.336002e-05,0.007700395,0.027098231,0.025484342,0.029516533,0.05783858,0.03355033,0.00031696723,0.0045625665,0.023076195,0.0053834463,0.01236076,0.0050844452,0.0015927026,0.0022962014,0.079786435
STES,0.00017916388,0.0017612005,0.00041713944,0.00093087263,0.01087876,0.00036907956,0.0003132692,0.0016752336,0.0005678736,1.430408e-05,2.1339028e-08,3.7147118e-05,0.012256603,0.029553052,0.01175022,8.531918e-05,2.3717628e-05,2.2854696e-09,7.981601e-07,0.0008433679,0.010779084,0.9148275,1.5259107e-05,1.6489606e-08,2.744255e-08,0.00272088,8.486494e-05,0.0009663169,0.00018678946,0.0004775936,0.006536129,0.0001862579,0.00013964009,0.00087506254,0.00026932778,5.2070122e-06,5.352969e-09,1.4490917e-05,0.0075824773,0.019354852,0.0072101834,3.5401015e-05,9.459229e-06,4.9156434e-10,2.4190174e-07,0.00041796526,0.0066371197,0.9474824,5.895685e-06,3.899764e-09,7.0522423e-09,0.0015223055
CESC,0.0012432772,0.027997982,0.40038458,0.27650595,0.0050538923,0.016414903,0.011626898,0.0067971507,0.006413177,0.012085941,0.025252435,0.009065505,0.006592919,0.027646126,0.004161844,0.012400084,0.004037634,0.004262481,0.02425045,0.067127526,0.0021874541,0.016140383,0.0028433627,0.006950136,0.012097851,0.010460043,0.0005021639,0.020844638,0.44832832,0.3358999,0.0024555037,0.011539497,0.0063884617,0.003448069,0.0029367642,0.006831331,0.017633216,0.004921492,0.0035199015,0.020648547,0.002013661,0.0072050947,0.0018670994,0.0020299423,0.015813503,0.05524888,0.0009499035,0.010351156,0.0012639283,0.0035204436,0.0074859434,0.006352647
PRAD,0.00022301987,0.0023886864,0.17593504,0.0032484026,0.0023816149,0.001917367,0.012327061,0.011347836,0.007862507,0.009172533,0.043653175,0.00743451,0.009245026,0.0033056384,0.0032211703,0.23445459,0.053382624,0.018453868,0.11145706,0.24502793,0.0015272833,0.003358343,0.0038034536,0.009664492,0.020109138,0.0050976714,8.23556e-05,0.0011772703,0.16360664,0.0017247035,0.0010619606,0.00095755194,0.00825421,0.0074268696,0.00446569,0.005225935,0.03697071,0.0046663242,0.006389868,0.0017799143,0.0017249188,0.2854361,0.050675303,0.013841816,0.10929289,0.26547915,0.00075618963,0.0018846415,0.002325823,0.005955412,0.015699264,0.0031384875
KIRC,0.00036023054,0.001055595,0.049517598,0.04431098,0.0019406305,0.0041169007,0.020014305,0.0013745724,0.06278508,0.077030554,0.041049946,0.0233477,0.006946906,0.0031439434,0.00031315698,0.010358442,0.0014287974,0.13572846,0.30357295,0.026547674,0.004318203,0.0020312553,0.0025449744,0.04104051,0.033221245,0.101899385,0.00013168527,0.00047169317,0.036772933,0.035858992,0.0008206491,0.0023695186,0.012825936,0.0005735393,0.055781476,0.07693256,0.033331554,0.016157994,0.003918222,0.001545475,0.00012254597,0.0062355152,0.0006448997,0.14421083,0.36621776,0.01903435,0.002585699,0.0010562281,0.0012754629,0.031213813,0.02536957,0.124541104
OV,0.011415208,0.014719909,0.17473057,0.051005837,0.0075732237,0.024984382,0.018038025,0.020746356,0.05319878,0.05215099,5.9464335e-05,0.0063759303,0.057371054,0.054480072,0.018592337,0.06723047,0.02999458,9.056321e-05,0.12099698,0.029589936,0.027436802,0.029733138,0.11539578,0.002864558,0.00057861535,0.0106464755,0.009844012,0.012760048,0.18752086,0.0503007,0.0060660923,0.023638673,0.014677483,0.018149463,0.05011823,0.049378395,3.4208002e-05,0.004897388,0.058244698,0.055085044,0.016356207,0.068194844,0.028713096,5.4724747e-05,0.12777321,0.026644291,0.025457965,0.02776522,0.12698327,0.0020468938,0.00039074922,0.00890424
KIRC,0.0008217885,0.0008309447,0.0006230114,0.0014748839,4.008976e-05,0.001087476,0.0001967884,0.00016596641,0.09164626,0.87895465,2.2916136e-06,7.0765054e-05,0.0017528684,0.00062507123,0.000102613696,0.0009776659,0.00017355393,0.00012780569,0.0023168526,0.00014006693,0.00033998425,0.00044297578,0.016817193,7.1952316e-05,2.9563811e-05,0.000167016,0.0004233731,0.0004421372,0.00029476392,0.00080806995,1.5679218e-05,0.0006141376,8.4587715e-05,7.281065e-05,0.06874784,0.9135503,7.4397974e-07,2.845514e-05,0.0009704535,0.0003133816,4.3541608e-05,0.00050021487,7.978685e-05,5.392042e-05,0.001258511,6.123035e-05,0.00016224952,0.00021454901,0.01114466,2.8233246e-05,1.1238378e-05,7.5106116e-05
PRAD,0.0009890462,0.0021804883,0.19056836,0.0031602276,0.009116384,0.0019948978,0.012301418,0.037860572,0.0029716478,0.0036497419,0.0337503,0.010244905,0.008124156,0.0042421483,0.0014792072,0.3330194,0.03458363,0.021652818,0.042053968,0.1961842,0.0020979466,0.006518804,0.002075851,0.008706525,0.019357113,0.011116299,0.0006199671,0.0015022326,0.18438482,0.0022869685,0.0071745636,0.0013649606,0.009611839,0.034503296,0.0019493073,0.0024940083,0.029123146,0.007951837,0.0060704057,0.0030639041,0.0009770402,0.3763614,0.032200254,0.018099217,0.037113994,0.20351037,0.0014467227,0.0047930395,0.0013740694,0.0064291474,0.016121265,0.009472216
PRAD,0.0015928288,0.00071210694,0.09787573,0.025986824,0.00039207318,0.00066051976,0.007502518,0.001573356,0.009012211,0.0052354448,0.30751798,0.008147007,0.0013187455,0.00071847957,5.3674645e-05,0.0061874003,0.0055038347,0.22688735,0.059644807,0.11019221,0.0008155505,0.00038722352,0.008094063,0.04311755,0.06680258,0.0040679653,0.0007773168,0.00029205962,0.08960775,0.022326607,0.00014020776,0.00026149457,0.003960494,0.0007223576,0.0051466487,0.0026319444,0.3685185,0.0047601187,0.0005609562,0.00028030365,1.4799884e-05,0.0033246956,0.002993811,0.24819851,0.046726342,0.10233414,0.00030971688,0.00015967946,0.005021181,0.03144943,0.057031598,0.0024493153
KIPAN,0.00015730935,8.589114e-06,0.0014145481,0.0049725613,1.1508098e-05,0.0001817628,0.00019854472,3.06341e-05,0.2940162,0.6348136,0.016511042,0.0002888941,7.045203e-05,1.2763151e-05,3.1276888e-06,0.00016942434,6.044924e-05,0.017475324,0.0038000708,0.00057156605,0.00016083177,1.827199e-05,0.0011212666,0.0101045165,0.01375141,7.5193704e-05,7.289682e-05,3.1919794e-06,0.0007257111,0.0029221913,4.283708e-06,8.808644e-05,9.1061214e-05,1.22739575e-05,0.2694855,0.6863168,0.01059423,0.00013929784,3.0232726e-05,4.8402258e-06,1.0792276e-06,7.7397286e-05,2.5725576e-05,0.011363699,0.0021498876,0.0002889407,7.6380085e-05,7.3282818e-06,0.0006314301,0.0060791513,0.008775943,3.2419826e-05
BRCA,0.0011785448,0.00078947516,0.088054694,0.030473512,0.0017395709,0.007537788,0.054206073,0.0062240567,0.046017587,0.018177757,0.032228097,0.06334966,0.017827494,0.008355113,0.0025266889,0.022081178,0.012197463,0.053356517,0.35028237,0.05798595,0.0065729846,0.005723048,0.020187303,0.042244606,0.046903785,0.0037786996,0.0007906387,0.00052123336,0.08400723,0.026466995,0.001185859,0.0061053704,0.048597205,0.0047117863,0.040152527,0.014528881,0.02829614,0.060226895,0.014920034,0.006607579,0.0017742208,0.018384589,0.0097494535,0.050963547,0.41646013,0.05456713,0.0056029405,0.0047046635,0.017001878,0.037156194,0.043733325,0.0027835458
BRCA,0.0010270501,0.0067464053,0.16731311,0.0070903623,0.016272454,0.0017704223,0.011402669,0.047852572,0.006657824,0.0076153516,0.0002294442,0.004300602,0.023714907,0.014631938,0.034161154,0.45566955,0.069955185,0.00024258145,0.006791532,0.035244282,0.0017463099,0.030072084,0.0030291926,0.00027049857,0.01273162,0.033460796,0.0006491786,0.0051479232,0.15491879,0.0052181077,0.013204355,0.0011763934,0.0083216615,0.04196711,0.004458426,0.005429503,0.00012509461,0.002940443,0.019871514,0.011647336,0.0299626,0.527587,0.06585838,0.0001339866,0.004704058,0.02950507,0.0011518528,0.0251396,0.0020426596,0.00014670439,0.009689772,0.029002467
PRAD,7.450794e-05,0.000119088356,0.021473302,0.022018263,0.00024296834,0.0013780353,0.0021254737,8.325838e-05,0.0065054693,0.003569952,0.13826527,0.012675493,0.00013877354,0.00013922935,0.0050030868,0.0021415108,0.005097378,0.049263693,0.055672977,0.03287672,0.00036443712,0.0024219959,0.0006073312,0.114269786,0.5224003,0.0010717167,1.717575e-05,2.9781882e-05,0.012570339,0.013141326,6.869989e-05,0.00051153486,0.00084084284,1.9638366e-05,0.00317014,0.0015606967,0.11734368,0.00685694,3.5742974e-05,3.6213478e-05,0.0023151494,0.0008579566,0.00238896,0.03383778,0.039327014,0.021006145,0.00010976933,0.0009948335,0.0001980276,0.09235737,0.6500239,0.00038038517
BRCA,0.0044325395,0.0053304806,0.05638524,0.0127618965,0.0072503677,0.0053067817,0.0064574094,0.014436916,0.2575606,0.06219046,5.048344e-06,0.00195233,0.35441998,0.046029847,0.012032782,0.021053588,0.0031095124,3.4719225e-05,0.01417282,0.009599362,0.017063072,0.047534525,0.026519993,7.376903e-05,0.002155012,0.012130941,0.003187059,0.00408678,0.048608307,0.010243908,0.0054999725,0.0039933193,0.00447148,0.011983012,0.2618775,0.05680726,2.3153489e-06,0.0012444044,0.4088139,0.041329235,0.009432457,0.016953928,0.0021246383,1.7824663e-05,0.0108583495,0.007525929,0.014213671,0.04282085,0.022897491,3.872431e-05,0.0014123014,0.009555367
LGG,1.6755866e-05,0.00015486717,0.002407112,2.8751625e-05,0.0008284777,1.1451947e-05,0.20467731,0.0011240776,6.636478e-05,3.250792e-05,0.0035093678,0.775538,0.0003824263,0.00034367855,2.6985146e-05,0.0013034502,0.0006499232,0.0005848519,0.0001956378,0.0046720793,0.00010372238,0.0004235225,1.2883115e-05,8.324278e-05,0.00031262374,0.0025099227,2.3658492e-06,3.2478227e-05,0.0006875881,4.4468447e-06,0.00023315052,1.6511118e-06,0.13454701,0.00033064492,1.1841277e-05,4.8652e-06,0.0011624919,0.85929173,8.840153e-05,7.6177355e-05,4.385266e-06,0.00038013575,0.00017636771,0.00014624157,3.9066173e-05,0.0016809442,2.155207e-05,0.00010831013,1.8173898e-06,1.4269715e-05,6.9891306e-05,0.00088218856
BRCA,0.0038788381,0.0013342163,0.76762426,0.026894744,0.00031752745,0.0013061692,0.0007706312,0.0009837815,0.010614962,0.012566739,0.05463087,0.0009379368,0.0031877516,0.0008709822,8.751347e-06,0.003444416,0.00053483254,0.047642734,0.01653832,0.0072684227,0.001397043,0.0009617702,0.0023652897,0.0045207464,0.023301188,0.0060970117,0.002491791,0.00075833005,0.83728,0.019861843,0.00015296003,0.0007584172,0.00037905507,0.00051237753,0.0066906256,0.008119628,0.041023955,0.0004948715,0.0018545421,0.00044280654,3.40954e-06,0.0019992979,0.00027597562,0.035255842,0.011016978,0.004825743,0.0007899367,0.0005685058,0.0013532826,0.0027408956,0.016416168,0.0039327643
LAML,6.670654e-06,2.968133e-06,7.5054486e-05,1.8251989e-05,1.8960029e-06,6.0964203e-06,1.2104181e-05,1.0442519e-06,2.5310479e-05,2.1683676e-05,0.99793696,5.857342e-05,1.6767848e-06,5.22374e-07,1.3534294e-08,1.856471e-05,3.8249896e-06,0.00013971314,0.00036772725,2.1775562e-05,7.6102324e-06,2.5906598e-07,2.6297095e-05,0.00012583172,0.0011159087,3.7049488e-06,6.6388776e-07,2.5018392e-07,9.831231e-06,2.0382522e-06,1.4410746e-07,6.0695066e-07,1.1957367e-06,7.2248326e-08,2.9040896e-06,2.4364037e-06,0.99962336,7.958301e-06,1.2623633e-07,3.343838e-08,5.738514e-10,2.053379e-06,3.393675e-07,2.2347967e-05,6.400651e-05,2.5638844e-06,7.274894e-07,1.4536965e-08,3.3420126e-06,1.8737575e-05,0.00023396201,3.1402715e-07
GBMLGG,2.1437598e-05,5.5856555e-05,0.0017965313,1.8002982e-05,0.00025871713,9.1009155e-05,0.6306485,0.0017581902,9.210016e-05,0.00027382615,0.00064666616,0.3528529,0.00040780683,0.00020519091,3.582311e-05,0.0018983063,0.0012279281,8.534756e-05,0.00046001247,0.0042975056,3.5707842e-05,0.00057851756,7.1880695e-06,3.8798706e-05,0.000101280144,0.0021068635,8.908948e-06,2.5223912e-05,0.0009778771,7.2247253e-06,0.00012934538,4.393876e-05,0.64349306,0.0010188627,4.0544102e-05,0.00013271954,0.00035068358,0.34694725,0.00021016608,0.000100168654,1.531863e-05,0.0011284285,0.00071298267,3.8188795e-05,0.00023480515,0.0026998944,1.5101769e-05,0.0003035044,2.6796151e-06,1.5851778e-05,4.7286714e-05,0.0012999804
BRCA,0.0064947954,0.00907608,0.10521445,0.04050027,0.015886558,0.011016381,0.011075085,0.014315268,0.19599192,0.1018216,0.0011831209,0.0035716326,0.05058407,0.07540047,0.006760041,0.050653934,0.020827798,0.012135991,0.08213486,0.058708224,0.017994849,0.01722442,0.049080193,0.011831689,0.016183194,0.014333121,0.0050921957,0.0073921564,0.1064138,0.039212402,0.014143316,0.009374038,0.008561399,0.011998846,0.2164544,0.10699209,0.00080872804,0.002588137,0.049636126,0.07906602,0.0053076786,0.048831232,0.019356811,0.010128867,0.08310818,0.0575759,0.0163332,0.016194725,0.048174232,0.009860593,0.014051488,0.013343443
GBMLGG,0.0001037322,6.306807e-05,0.0011278592,0.000778249,5.615526e-05,7.435999e-05,0.6666381,0.0022294703,0.00039412378,0.0003784431,0.0027082593,0.31401476,0.00013560256,0.00021052883,9.437312e-05,0.00027854077,0.0016559052,0.0010407713,0.0016474327,0.0042232024,0.00012690213,6.4107495e-05,0.0002818235,0.0006718662,0.0006146954,0.00038769888,4.805395e-05,2.7439683e-05,0.00058606314,0.00043132808,2.3527258e-05,3.282081e-05,0.6855663,0.0013582364,0.00018949505,0.00018252661,0.0016427828,0.30341563,6.2916355e-05,0.00010337673,4.2932465e-05,0.00013268899,0.0009886057,0.00056754117,0.00091894134,0.0025827165,6.136061e-05,2.6742802e-05,0.0001418852,0.00034396263,0.0003225692,0.00019953186
GBMLGG,0.0005914159,0.012684225,0.036441088,0.0501727,0.009703699,0.010042312,0.28881896,0.027359504,0.008927525,0.008297984,0.009653284,0.07623158,0.0130788805,0.023188297,0.006305676,0.061987497,0.07499163,0.010769458,0.0570788,0.113761485,0.0071616406,0.004270205,0.010043629,0.030049404,0.032400016,0.0159891,0.00026693603,0.008902555,0.025557745,0.043782625,0.0057778065,0.0065748473,0.39844006,0.019407269,0.0045081205,0.004313775,0.005520414,0.07165525,0.008805254,0.017106973,0.0032954835,0.053928416,0.07537985,0.006710553,0.048994258,0.11675718,0.004787724,0.0021771353,0.00604524,0.021655845,0.02617738,0.013471311
BRCA,0.000488733,0.01819919,0.1560971,0.022836754,0.047660876,0.0031021042,0.0166683,0.058782786,0.0139042465,0.0111094415,1.4686094e-06,0.0032062167,0.08827581,0.109604925,0.03284676,0.027513802,0.009822755,7.676558e-07,0.0025288474,0.044683173,0.015323409,0.28485942,0.0017623173,2.3319644e-05,7.822928e-06,0.030689683,0.00032256288,0.015709572,0.15225717,0.01981599,0.044673875,0.0023609477,0.013303986,0.05820351,0.010656844,0.008456669,6.710443e-07,0.0022711523,0.08720141,0.11120861,0.029701319,0.023367468,0.007828229,3.2446124e-07,0.001736283,0.04120198,0.012827023,0.32751697,0.0012431984,1.1866984e-05,3.8793464e-06,0.02811847
BRCA,0.00092995283,0.0016836014,0.022299593,0.05037755,0.004068328,0.0012676413,0.015514365,0.005140371,0.026679665,0.01530656,0.08090367,0.026691379,0.010693083,0.007567568,0.0019507802,0.04097328,0.055180945,0.06828055,0.3307015,0.057743993,0.0036468825,0.0062155207,0.031963676,0.11085796,0.019273438,0.0040881387,0.0006192092,0.00117588,0.017768629,0.047997393,0.0029936954,0.00085892866,0.0121365255,0.0038441045,0.022016458,0.012077794,0.07983074,0.02345955,0.008529176,0.006070112,0.001382141,0.037292212,0.053424288,0.0661206,0.37774715,0.054348163,0.0026598421,0.0051059006,0.028445821,0.11475625,0.016230885,0.0031085403
BRCA,0.0011844498,0.023923552,0.1082123,0.0070742415,0.041366376,0.0010505435,0.06389131,0.06725918,0.017182102,0.010648226,9.0444264e-05,0.00856282,0.092757985,0.039942604,0.005575549,0.14189641,0.02069091,8.611567e-05,0.0017692217,0.18836415,0.007737188,0.11593868,0.0007117751,0.00012233976,0.000102650825,0.033858895,0.0008404274,0.021459548,0.10560183,0.0055476157,0.037728507,0.00074057904,0.05873879,0.063696936,0.013949636,0.008204644,5.07098e-05,0.006762206,0.09321107,0.03634148,0.0042111482,0.14893278,0.017742403,4.7895413e-05,0.0012003725,0.2037619,0.006118258,0.1339073,0.000465905,6.83239e-05,5.920416e-05,0.030610502
SARC,0.0054031983,0.0058323476,0.039150413,0.08492064,0.016417544,0.017049784,0.04725064,0.014622709,0.074176855,0.05595342,0.010884393,0.012823316,0.03262493,0.018429197,0.0061879857,0.043805894,0.0960759,0.06899648,0.0466798,0.14202836,0.01904615,0.011992861,0.04483117,0.04566736,0.022369757,0.016778879,0.004247194,0.0045787846,0.034634273,0.09155025,0.01387672,0.0156817,0.044541012,0.012436414,0.073277354,0.054877914,0.008818239,0.010497064,0.030620383,0.016751539,0.0053819986,0.043298993,0.1055304,0.07192524,0.044767786,0.1638334,0.017416593,0.0097282035,0.04336511,0.04318494,0.020353919,0.014824582
BLCA,0.006137719,0.21581124,0.04938459,0.2424853,0.027330963,0.0048077246,0.008850613,0.06809054,0.059287243,0.016556421,4.82712e-07,0.0008659225,0.009239497,0.02067897,0.026696965,0.006564473,0.01466557,4.2108738e-07,0.0009973352,0.0520741,0.04490594,0.07911216,0.0026417372,1.711672e-05,0.00068351906,0.04211344,0.0034947111,0.28044382,0.04094246,0.28176135,0.020152448,0.0027670572,0.0044878297,0.059831366,0.046386316,0.0101557,8.132022e-08,0.0003342779,0.0054714265,0.014752353,0.018870622,0.0032607347,0.0090759415,6.947103e-08,0.00039178788,0.0486401,0.03601995,0.07593454,0.0012866826,4.0510376e-06,0.00025980707,0.03527451
OV,0.001401996,0.0038148365,0.10486117,0.004811542,0.4326331,0.001967318,0.0051338286,0.02833637,0.012030214,0.008009909,0.00016847735,0.002009589,0.013560158,0.004910482,0.0091072805,0.18285629,0.073133506,0.00032942655,0.0025456897,0.023326518,0.0056611896,0.050182924,0.0021758883,0.0007789439,0.001912639,0.02434071,0.00086914597,0.0025615552,0.08797886,0.0032949417,0.5141743,0.0012542891,0.003355729,0.022975234,0.008441236,0.0054919748,8.6191285e-05,0.0012279535,0.010435079,0.0033613604,0.0066882824,0.17355338,0.06560071,0.0001768852,0.0016614998,0.018301839,0.0040509305,0.041899834,0.0013858423,0.00042763667,0.0011856087,0.0195597
THYM,4.8967646e-05,7.838374e-05,0.020057265,0.00804742,0.00018096024,0.0013830111,0.003351817,0.00024212616,0.004889735,0.005701549,0.17926472,0.0092315525,0.00012606512,0.00017592085,0.0052413787,0.0010579881,0.005494427,0.05840025,0.06312234,0.022235865,0.00029761967,0.0024969892,0.00041123203,0.10763096,0.50002944,0.0008020406,1.1634645e-05,1.9868234e-05,0.012188691,0.0043068333,5.249781e-05,0.0005480342,0.0014989295,7.3598174e-05,0.0023121,0.0028873072,0.16273677,0.005094881,3.4098935e-05,5.0059218e-05,0.0025479193,0.0004001141,0.0027314373,0.042090595,0.04669743,0.013990212,9.3917755e-05,0.001065834,0.00013664161,0.087560534,0.61058,0.00029004356
GBMLGG,0.0076470035,0.0041244146,0.01948852,0.034045786,0.008336123,0.010822462,0.035208702,0.0051358943,0.27344757,0.24199831,0.0038002436,0.013057503,0.014536701,0.0047723623,0.0033105514,0.020198507,0.019259902,0.023825135,0.09594755,0.023639992,0.024905501,0.012780424,0.045839734,0.024258504,0.018918168,0.010694411,0.0049218545,0.002225536,0.012909581,0.031243978,0.0050343485,0.0076173428,0.028848529,0.0029008056,0.3245438,0.28050393,0.0018461719,0.0082133,0.010529568,0.0027491094,0.0016574055,0.015908599,0.014638359,0.01854503,0.09575529,0.017648812,0.02217708,0.008350064,0.042180795,0.01853574,0.013417515,0.00709746
THCA,0.00010766466,6.111797e-05,0.016659841,0.013122419,0.00013721113,0.00027141994,0.002093929,0.00014345211,0.0038758714,0.0050239265,0.14363983,0.006842928,8.1716134e-05,6.113291e-05,0.0024521593,0.001942732,0.005047412,0.06046779,0.05319691,0.03136149,0.00019691359,1.752383e-05,0.0002463647,0.10723343,0.54501057,0.0007042328,2.8239163e-05,1.43964e-05,0.009427599,0.007160471,3.7448342e-05,8.4978165e-05,0.0008486746,3.9968727e-05,0.001730558,0.0023479604,0.11952326,0.0034177594,2.0475052e-05,1.46201e-05,0.0010299537,0.00077045546,0.00240357,0.042420313,0.036041215,0.019551054,5.759521e-05,3.5546132e-06,7.507564e-05,0.083240636,0.66946304,0.00024716504
PRAD,0.0005803538,0.0005425802,0.016474176,0.015645241,0.0022389772,0.0027952958,0.001981447,0.0007190414,0.046027567,0.024994668,0.036577318,0.0022364215,0.004229186,0.005621368,0.001076782,0.0094849225,0.0042577833,0.14949238,0.21837689,0.053329863,0.006309718,0.0014260688,0.0059900302,0.2780625,0.10872817,0.0028012053,0.00036386354,0.00034813196,0.013850404,0.012632049,0.0016814511,0.002057899,0.0013025732,0.00043388375,0.04287956,0.021938328,0.032661274,0.0015285696,0.0030215485,0.0045863376,0.0007503313,0.007351147,0.003320388,0.15106978,0.22771654,0.04876491,0.005511449,0.0010182951,0.0045752656,0.29932624,0.10910494,0.0022048356
UCEC,0.0011164154,0.19377318,0.042689044,0.03226017,0.0029412648,0.00035226313,0.00037372726,0.11543662,7.704619e-05,7.842033e-05,2.2200506e-06,6.1903214e-05,0.0010305417,0.11629235,0.38796508,0.0009195075,0.00041337227,1.1488963e-06,3.053026e-05,0.00023552703,0.0054295477,0.09047876,1.3707543e-05,1.1791161e-05,2.5488545e-05,0.007990411,0.0005274618,0.19326568,0.026911933,0.021624723,0.0014702138,0.00014629404,0.00014201309,0.09644387,2.0556567e-05,2.1200398e-05,4.4037526e-07,1.7137365e-05,0.0004536532,0.10838212,0.46861708,0.00040729673,0.00016600861,1.94979e-07,8.390129e-06,8.07558e-05,0.0030280738,0.07335278,3.3375595e-06,2.3390392e-06,6.4845094e-06,0.0048999805
