row_index,truth,exact__ACC,exact__BLCA,exact__BRCA,exact__CESC,exact__COAD,exact__DLBC,exact__GBMLGG,exact__HNSC,exact__KIPAN,exact__KIRC,exact__LAML,exact__LGG,exact__LIHC,exact__LUAD,exact__LUSC,exact__OV,exact__PAAD,exact__PCPG,exact__PRAD,exact__SARC,exact__SKCM,exact__STES,exact__TGCT,exact__THCA,exact__THYM,exact__UCEC,confidence__ACC,confidence__BLCA,confidence__BRCA,confidence__CESC,confidence__COAD,confidence__DLBC,confidence__GBMLGG,confidence__HNSC,confidence__KIPAN,confidence__KIRC,confidence__LAML,confidence__LGG,confidence__LIHC,confidence__LUAD,confidence__LUSC,confidence__OV,confidence__PAAD,confidence__PCPG,confidence__PRAD,confidence__SARC,confidence__SKCM,confidence__STES,confidence__TGCT,confidence__THCA,confidence__THYM,confidence__UCEC
2488,GBMLGG,0.0010602205,0.007282775,0.06993274,0.06354729,0.04577365,0.017922547,0.05793628,0.033319235,0.034936745,0.034737617,0.0009795657,0.011256777,0.034125634,0.049388155,0.018686414,0.032032054,0.025834486,0.0038403755,0.009045241,0.2689853,0.011204143,0.13472104,0.0036497514,0.0016072196,0.0008050351,0.027389742,0.00065223,0.0050043967,0.06756248,0.07760455,0.03385297,0.021257851,0.041656207,0.027627157,0.033328377,0.032524496,0.00083129545,0.005822313,0.0383927,0.059614386,0.014624444,0.03486233,0.029841548,0.0034999447,0.0071931677,0.3024922,0.0075671356,0.12520824,0.0033978696,0.0007445512,0.00055010273,0.02428702
2489,BLCA,0.00097080204,0.20398572,0.0069905696,0.23517692,0.008479729,0.003121107,0.0023104392,0.11080259,0.000746137,0.00039187545,3.96474e-07,0.00043921554,0.006780588,0.09052038,0.1613705,0.015198953,0.008484748,8.479864e-07,0.00010488929,0.0039823786,0.042787574,0.08867083,0.0001948437,9.265232e-06,5.8165042e-05,0.008420463,0.0036408808,0.29641443,0.012268745,0.24402781,0.006212798,0.0054485374,0.00089268415,0.08700629,0.0010041595,0.0010216349,3.9647253e-07,0.00019001901,0.0041704066,0.076212674,0.15724319,0.011369475,0.0031744929,8.479798e-07,0.00015473037,0.005060056,0.010558223,0.06695532,0.000247266,8.891323e-06,7.880428e-05,0.0066372273
2490,SKCM,9.777129e-05,0.0006427705,4.9962986e-05,0.00040273933,9.950224e-05,2.6770585e-06,2.6489884e-05,0.0051004584,2.2722528e-05,5.5980246e-07,4.185382e-11,3.4414632e-07,1.6387305e-05,0.016974598,0.0053006946,3.079849e-06,1.7744904e-06,1.894087e-11,6.6088397e-09,2.903019e-05,0.9693015,0.0010244271,2.1242283e-08,1.379976e-10,6.55824e-08,0.0009024277,4.552333e-05,0.0007874092,5.2523825e-05,0.00033199208,0.00011875385,2.0880516e-07,3.1762316e-05,0.0025277606,3.2128846e-05,4.7684944e-07,4.185382e-11,7.1497574e-08,4.1014601e-07,0.0023093186,0.002456199,4.83673e-07,1.13444266e-07,1.894087e-11,1.2207573e-08,2.722226e-05,0.9893239,0.0012279404,8.021704e-10,1.3779147e-10,4.6845636e-07,0.0007253388
2491,SKCM,1.2910637e-05,0.00049963297,9.136906e-05,0.0010313079,0.008335179,2.05529e-05,0.00024134887,0.0007881272,3.4044624e-05,1.5241444e-05,1.006796e-12,5.7283305e-05,0.00026693923,0.0040880265,0.0018073282,9.490489e-06,6.936921e-05,1.883683e-13,2.9097253e-06,4.076473e-05,0.98036224,0.00076140737,7.509032e-07,7.441437e-10,3.4961145e-06,0.0014601315,7.648455e-07,0.00011884712,1.1994034e-05,5.6480927e-05,0.002279637,2.5361226e-07,4.6323737e-05,8.3265295e-05,7.3730603e-06,2.3596715e-06,7.699726e-13,1.1506568e-05,9.111055e-06,0.0005691484,8.208436e-05,2.9704307e-07,6.940328e-06,1.07098067e-13,2.0348844e-07,8.042486e-06,0.9963151,3.3310695e-05,3.3714496e-08,3.8384904e-10,3.17946e-07,0.0003566302
2492,PAAD,0.0012006935,0.017067524,0.04994764,0.010078015,0.03857789,0.0018883136,0.04311051,0.3981851,0.014427806,0.0070418795,6.6592766e-05,0.020131676,0.0091296565,0.010125099,0.035851944,0.106871195,0.04068105,0.00016336168,0.003575404,0.07113119,0.0038098672,0.08600881,0.0016978832,0.00024000723,0.0067807874,0.022210104,0.0012006935,0.017067524,0.04994764,0.010078015,0.03857789,0.0018883136,0.04311051,0.3981851,0.014427806,0.0070418795,6.6592766e-05,0.020131676,0.0091296565,0.010125099,0.035851944,0.106871195,0.04068105,0.00016336168,0.003575404,0.07113119,0.0038098672,0.08600881,0.0016978832,0.00024000723,0.0067807874,0.022210104
2493,SARC,0.00012411778,0.001274775,0.025688762,0.02342952,0.0034923863,0.010544488,0.004640818,0.016528584,0.12179425,0.121953696,0.00042816697,0.0026613984,0.11064304,0.025645606,0.0048359754,0.026365327,0.007029053,0.002609963,0.2100255,0.19441475,0.010397066,0.016537484,0.025656853,0.01103077,0.01124751,0.011000126,4.0950225e-05,0.0009410565,0.024964806,0.024346627,0.003939334,0.009149123,0.0061905053,0.01871746,0.12265757,0.12432201,0.00051762565,0.003280729,0.10037932,0.025504285,0.0055864872,0.021755122,0.008693748,0.002267454,0.22364035,0.17737147,0.015917204,0.021922799,0.02379398,0.011740494,0.011955111,0.010404387
2494,KIPAN,0.0017903646,3.5401303e-05,3.5689867e-05,0.0002646737,7.580331e-05,6.609293e-05,0.00023478782,2.8150038e-05,0.92146343,0.07297,4.9985327e-05,0.00034319868,2.2293834e-05,8.103104e-05,2.5593883e-05,9.87547e-05,5.7490823e-05,0.00035913454,3.75967e-05,6.13149e-05,0.0005986949,0.00015239054,0.00063100527,0.00018609608,1.8651961e-05,0.00031249953,0.00079886126,9.994429e-06,1.7591681e-05,0.00016133826,2.5980155e-05,9.910299e-06,0.00012439977,1.3196706e-05,0.92035955,0.07693105,1.1458008e-05,0.00016992477,4.647031e-06,9.574005e-06,2.9016612e-06,3.0038644e-05,7.0974834e-06,6.308392e-05,2.5567411e-05,8.236748e-05,0.0006174919,3.2976186e-05,0.00016586855,0.00012814693,6.6764835e-05,0.00013016399
2495,ACC,0.72075796,0.0069939266,0.0016129503,0.005730881,0.0015364826,0.0017676586,0.0059822844,0.002071082,0.16926098,0.005925997,1.1273355e-06,0.0007093185,0.0005964051,0.0024213206,0.0005685536,0.00016645237,0.011602635,2.1374213e-05,3.6804133e-05,0.0018800559,0.018770544,0.0040797098,0.03532573,1.1825808e-05,9.614019e-05,0.0020717797,0.5857717,0.009711835,0.00238513,0.008663341,0.0019855972,0.00067559653,0.0020898392,0.001041953,0.27746645,0.023010815,4.8313973e-07,0.00070040487,0.0003807233,0.0013694705,0.000756193,6.407528e-05,0.004407414,4.9133373e-06,8.6825494e-05,0.010956326,0.03343363,0.00401967,0.025576215,1.3295576e-05,0.0025777437,0.0028504492
2496,GBMLGG,1.3876434e-05,5.9615822e-06,3.8091635e-05,1.440751e-06,1.767264e-05,8.8729075e-07,0.58256805,2.4584893e-05,6.2941433e-07,9.5144986e-07,0.00040559305,0.41610104,1.73961e-05,3.7654881e-06,3.9515226e-07,3.1553078e-05,8.6951295e-06,2.4042243e-05,5.446013e-06,0.000106755266,1.07024325e-05,5.3307326e-06,2.964759e-08,1.3623999e-06,7.610431e-06,0.00059814006,8.2403356e-05,2.0295158e-06,2.9865148e-05,8.974325e-07,2.8759605e-05,2.5687179e-08,0.7676766,8.155135e-06,8.586546e-07,4.4682966e-07,0.00038955922,0.23124199,1.2216332e-06,1.1549241e-06,2.4718247e-07,6.5633853e-06,1.5569804e-06,2.310257e-06,1.0068915e-05,2.7790851e-05,6.739648e-05,2.3832604e-06,2.443932e-09,1.6972755e-06,7.25479e-05,0.0003434573
2497,CESC,0.000248506,0.0047111474,0.15537058,0.053592313,0.012975744,0.014832669,0.032779437,0.04068915,0.011599537,0.0075234137,0.0020334744,0.00417875,0.056788113,0.01679578,0.011423503,0.03975366,0.07144742,0.005278008,0.042665336,0.22558007,0.008617668,0.024113633,0.09857271,0.014416164,0.031414293,0.0125989625,0.00013037123,0.0054738447,0.15557504,0.049132127,0.014444636,0.010786107,0.04179085,0.042944193,0.013018634,0.0101130055,0.0019410824,0.004259865,0.050851274,0.015313532,0.01211765,0.034615554,0.06488782,0.005226249,0.04731062,0.22157791,0.012157699,0.024482554,0.10572322,0.014755811,0.03128113,0.010089235
2498,KIRC,0.00053901324,1.8715988e-05,6.599288e-06,2.4228968e-06,7.485008e-06,3.183979e-05,2.008197e-05,6.4248195e-07,0.045509443,0.95369947,5.716673e-07,3.1478892e-06,6.060284e-07,1.4158512e-05,9.918977e-07,1.7879186e-06,4.0100504e-06,1.0513749e-06,2.4458913e-07,1.2105593e-06,6.3785315e-05,1.1009311e-05,3.267313e-05,1.8797598e-07,6.37409e-07,2.812896e-05,2.3295663e-05,1.14600034e-07,2.6571856e-06,3.5410676e-07,2.0404718e-06,9.616675e-07,3.5685634e-06,2.6092687e-08,0.037625466,0.96228665,4.7198164e-08,2.3453663e-07,5.683991e-09,4.771846e-07,7.286501e-08,3.1223033e-07,6.9301414e-08,8.697312e-09,1.7761998e-07,4.7359167e-06,4.1326934e-05,1.2480282e-06,4.1462496e-07,4.9917643e-09,3.431065e-06,2.4083567e-06
2499,OV,0.0009498126,0.012662707,0.0536056,0.007496582,0.011207878,0.0026494218,0.022177003,0.032722145,0.007726829,0.0073132734,0.006649649,0.046838216,0.007394056,0.006333579,0.009322285,0.42906117,0.15206891,0.021102954,0.020822134,0.07095176,0.0017851345,0.02416952,0.006990299,0.0038126356,0.015848374,0.018338013,0.00011043079,0.0115575185,0.043882746,0.005713442,0.008860469,0.0024351731,0.021282118,0.02350947,0.0044094236,0.003975377,0.0049498673,0.028938258,0.0040637227,0.0104465345,0.007524907,0.43268245,0.19009297,0.016626066,0.024408933,0.109289214,0.00073960045,0.013754713,0.0046326327,0.0015807824,0.010137818,0.014395303
2500,GBMLGG,0.004924745,0.0029783053,0.0023845816,0.011610224,0.2585021,0.04595007,0.1650666,0.009862107,0.004614967,0.0021838835,0.00010727595,0.017632524,0.0041363626,0.01110398,0.0067879767,0.0033238563,0.15258816,0.000116135394,0.0001966542,0.0065576523,0.06024413,0.19374181,0.0073886476,0.00049679424,0.0009991856,0.026501203,0.008166656,0.0070360494,0.00396315,0.015573243,0.105455145,0.05149993,0.17096144,0.017114965,0.009896853,0.0019048811,0.000113935785,0.024065297,0.020007353,0.0099255955,0.007269402,0.0058614016,0.20916522,0.0001371219,0.0011291172,0.022147471,0.013312067,0.23558344,0.017964784,0.00054633606,0.0030530463,0.03814609
2501,SARC,1.6573495e-05,0.0024817546,4.685457e-06,0.00043895288,0.00026266766,3.669168e-05,0.00026803717,0.0005767954,1.086742e-06,1.4057214e-07,6.619629e-13,8.0905174e-08,4.5901033e-05,0.0004527075,0.017348198,1.021436e-07,1.8821411e-06,8.4398546e-14,2.1399886e-08,4.621625e-06,0.9772591,0.000394463,1.6323087e-07,9.058498e-14,1.764821e-08,0.0004053316,1.5696354e-06,0.0008842544,4.7848175e-06,0.000223987,0.000177489,4.370459e-05,0.00021331472,0.00015307358,1.4666117e-06,2.853263e-07,6.619629e-13,1.6353155e-08,2.4482602e-05,0.00013007414,0.008867602,1.17010135e-08,3.962334e-07,8.4398546e-14,7.0034226e-08,3.2623302e-05,0.98841435,0.00048861967,4.091471e-08,8.26983e-14,3.031935e-08,0.00033766017
2502,SARC,0.044257957,0.042325523,0.011744081,0.013226991,0.018751554,0.03780168,0.05369583,0.07669863,0.21177119,0.08851122,1.6417769e-05,0.0066969264,0.054443967,0.05296238,0.022815805,0.013033082,0.0087186955,3.27715e-05,0.009531286,0.12379904,0.04039362,0.043998636,0.010794075,0.00011956342,0.00011156882,0.013747507,0.044257957,0.042325523,0.011744081,0.013226991,0.018751554,0.03780168,0.05369583,0.07669863,0.21177119,0.08851122,1.6417769e-05,0.0066969264,0.054443967,0.05296238,0.022815805,0.013033082,0.0087186955,3.27715e-05,0.009531286,0.12379904,0.04039362,0.043998636,0.010794075,0.00011956342,0.00011156882,0.013747507
2503,PCPG,0.00074607716,0.002637208,0.06338543,0.046529483,0.026311452,0.00843475,0.01989897,0.0055601373,0.0062645813,0.022112297,0.0728447,0.01487394,0.020367736,0.00637905,0.0010870734,0.025250934,0.04887713,0.070627004,0.24772553,0.051574577,0.015730733,0.009980178,0.020019643,0.09592263,0.06925686,0.027601916,0.00074607716,0.002637208,0.06338543,0.046529483,0.026311452,0.00843475,0.01989897,0.0055601373,0.0062645813,0.022112297,0.0728447,0.01487394,0.020367736,0.00637905,0.0010870734,0.025250934,0.04887713,0.070627004,0.24772553,0.051574577,0.015730733,0.009980178,0.020019643,0.09592263,0.06925686,0.027601916
2504,SARC,0.00028133005,0.0006515512,0.48568517,0.0013413309,0.0066887527,0.0006000192,0.010114476,0.0053083575,0.0035576832,0.0056362674,0.013255551,0.03198639,0.0025482962,0.0019992455,0.0006382134,0.2741226,0.009467584,0.01808643,0.012475004,0.07415076,0.00038670615,0.0055981283,0.00011527414,0.0018188123,0.013078215,0.020407867,0.00010284541,2.7428754e-05,0.7233198,0.00040332245,0.002133751,3.5326157e-05,0.0051203887,0.00049393374,0.00021070853,0.00045389606,0.00074652245,0.001989958,0.00040882346,0.0009911403,0.00042506482,0.19340655,0.0063917898,0.02560364,0.0017265906,0.02358449,6.3938816e-05,0.00043886315,1.2496661e-05,0.00019169268,0.0040818746,0.0076350383
2505,LUAD,0.00028965189,0.035419267,0.17072362,0.3287333,0.0018388208,0.0030366308,0.0049553225,0.12926154,0.02417189,0.009519496,1.4428445e-06,0.0002814506,0.026714671,0.05609522,0.011548338,0.029117227,0.00826229,9.5883925e-06,0.009476406,0.11593207,0.004394193,0.0175066,0.008555066,0.00034271338,0.000143764,0.0036694296,5.9622867e-05,0.03861125,0.17531045,0.33956492,0.0026081356,0.0035941622,0.0063352096,0.1188423,0.030044336,0.011850861,1.2776575e-06,0.00037902987,0.027917812,0.042481143,0.011690937,0.026107103,0.007511132,7.389785e-06,0.011698268,0.10810251,0.0063203718,0.018040963,0.009750234,0.00028668912,0.00013213488,0.002751781
2506,KIPAN,0.0015373993,3.4190103e-05,0.00027079092,0.0002652755,0.0001270623,2.090497e-05,0.0009381372,0.00013319307,0.8300042,0.15816285,0.00067368336,0.0019706162,7.5323675e-05,6.5968394e-05,1.1743389e-05,0.00023261839,0.00023543819,0.0029449929,0.00032279483,8.154134e-05,0.00034948517,0.00012946811,0.00032509115,0.000392907,2.1633696e-05,0.0006725997,0.0018335825,7.689098e-06,9.510886e-05,5.0234325e-05,7.181414e-05,7.653239e-07,0.00017760624,2.6147341e-05,0.88763696,0.10818837,0.000110351815,0.0005042159,1.0976662e-05,3.6054707e-06,2.2925353e-06,3.8134993e-05,4.1150965e-05,0.00020498257,0.00024595883,6.836344e-05,0.00017884996,3.8952006e-05,6.6935885e-05,0.00011885723,4.9138253e-06,0.00027309058
2507,OV,0.0036958517,0.023876604,0.12055186,0.0056803823,0.02739193,0.0018301507,0.012790629,0.07640169,0.01828174,0.020619465,1.4384057e-06,0.0031014036,0.16721398,0.07287137,0.07131987,0.19208011,0.010253867,9.369536e-07,0.0063746334,0.0040597864,0.0072360607,0.11800266,0.0012947153,1.8339144e-05,0.00023762025,0.03481293,0.000661972,0.0048245164,0.102175735,0.0048531694,0.01792983,0.00044158008,0.046846874,0.1939636,0.007512698,0.0018954385,1.4564474e-06,0.0041933125,0.11804447,0.07928034,0.06843533,0.17430723,0.004485967,8.1284674e-07,0.0028553898,0.0047578244,0.010963663,0.12886938,0.0010419172,7.229082e-06,4.1147006e-05,0.021609148
2508,PAAD,0.00037597748,0.0017852794,0.20369433,0.0024420081,0.014645404,0.0017851581,0.02756247,0.00913375,0.0011888922,0.0070322305,0.18376267,0.012701699,0.010666174,0.0049243285,0.0033793522,0.17419817,0.1222549,0.040395714,0.033079788,0.08385593,0.004140075,0.0043283966,0.00081860187,0.019103333,0.019685138,0.013060292,0.00019614675,0.0022755351,0.24578731,0.004514952,0.028607653,0.002286824,0.024301078,0.015650205,0.00047356254,0.0032267992,0.1037993,0.013258819,0.0035696132,0.0058140797,0.0021473512,0.1809553,0.11114506,0.025891488,0.027352951,0.12478388,0.0018005742,0.0069879675,0.00045113027,0.014751687,0.04144976,0.008521033
2509,PAAD,0.004478425,0.02157921,0.0062509775,0.005313819,0.0048596216,0.011532469,0.020850196,0.22360426,0.33644214,0.069009036,3.568372e-05,0.0031484752,0.02585802,0.026033396,0.007926113,0.009787826,0.010800529,0.00050221814,0.008418186,0.004251356,0.048739772,0.06038731,0.06891979,0.00029419875,0.0037222272,0.017254675,0.007815129,0.021550754,0.0025396373,0.0010439993,0.0018196494,0.0035979426,0.010797123,0.21230781,0.39717105,0.09348759,1.0590248e-05,0.0003965205,0.010897538,0.0036931157,0.007289639,0.0018643272,0.0024186994,0.000381827,0.0009315321,0.0020412705,0.061164618,0.046449594,0.095048,0.00052339636,0.00012411734,0.01463448
2510,LUAD,5.6078634e-06,0.00057976064,0.00016587951,2.3141332e-05,0.0017243628,1.7208939e-05,5.56446e-06,0.0014448508,3.872289e-05,1.483818e-06,6.336111e-08,5.1736274e-06,0.0052805077,0.31592664,0.6614783,5.717701e-06,6.02309e-06,3.1118095e-09,6.0878847e-07,1.42921335e-05,0.0001465858,0.012924889,2.527384e-07,9.149916e-08,1.4649654e-06,0.00020288561,3.4355926e-06,0.00031941454,0.0001473727,2.0028183e-05,0.0012118793,1.0675959e-05,3.964638e-06,0.0015535101,2.6412497e-05,1.7126168e-06,6.336111e-08,1.1043172e-06,0.0031578252,0.32749364,0.64683765,3.8920903e-06,7.877226e-06,3.1118095e-09,6.082426e-07,9.042041e-06,0.00012242101,0.018980667,2.5488686e-07,9.149916e-08,5.5185023e-07,8.593017e-05
2511,CESC,0.0016356948,0.0061347117,0.14450046,0.09358062,0.012972281,0.0126273995,0.040272318,0.0255456,0.028828938,0.029356403,0.004509953,0.020953415,0.018629294,0.02144621,0.013187096,0.026432501,0.047262948,0.009908622,0.025238607,0.32839292,0.021028755,0.025273016,0.0096985,0.0113455765,0.0071689086,0.014069284,0.00060237036,0.005157491,0.19593547,0.09038857,0.008281377,0.010696827,0.024937693,0.016732987,0.027036535,0.013517014,0.002471571,0.009278018,0.024326086,0.018767036,0.009238747,0.031968065,0.027975526,0.0074375807,0.049185786,0.37300068,0.0049693165,0.019938773,0.0034945514,0.003792556,0.0076298215,0.013239567
2512,GBMLGG,0.002055511,0.00015725923,0.0010346554,0.00032628007,0.000643919,0.00015132221,0.8390045,0.00014298523,0.002473417,0.002167035,0.006564119,0.13874866,0.00025521987,0.00021743965,2.0147101e-05,0.00044236257,0.0006012035,0.0010841456,0.00034534486,0.00091664435,0.0009586724,0.00020905555,9.731195e-05,0.00035585574,6.4506065e-05,0.0009624501,0.002830233,5.3489064e-05,0.001282548,6.4528314e-05,0.00038043896,3.4353827e-06,0.8651353,6.105109e-05,0.0028222047,0.0015766008,0.009225692,0.110864945,7.691197e-05,4.446642e-05,2.7227563e-06,7.61797e-05,0.00070357864,0.00012121624,0.0004099671,0.0008001027,0.001978686,0.0001308006,5.3666532e-05,0.00017244446,0.00050032843,0.0006283898
2513,UCEC,0.00010185217,0.02328773,0.11161659,0.027652336,0.004922148,0.0012338572,0.0052392017,0.5009283,0.012846469,0.004668557,2.6630914e-07,0.00010056249,0.11121064,0.040284164,0.0376391,0.014256125,0.00081090664,4.2830808e-07,0.0064313402,0.026514508,0.013358782,0.039537836,0.0038286457,2.2066108e-05,0.0004654495,0.013042081,6.7429864e-05,0.024508424,0.11036853,0.03214722,0.005821838,0.0011459745,0.006515334,0.46679595,0.017971613,0.007971836,2.6432903e-07,0.00013188299,0.121157914,0.03856185,0.038207218,0.015574853,0.000992568,4.1768058e-07,0.0073716594,0.027129123,0.017731717,0.04400919,0.004876731,1.3071448e-05,0.0002845066,0.010642922
2514,LAML,0.000108330074,0.0005473474,0.029500026,0.01753682,0.0010305932,0.005052532,0.009732726,0.0004484178,0.0069860797,0.0076312693,0.29130113,0.007375378,0.0015070798,0.0011404016,0.0005531117,0.0084605655,0.0073885107,0.10191328,0.11720639,0.12675373,0.0021744343,0.00050890236,0.0034125324,0.10245879,0.14782637,0.0014452727,5.055295e-05,0.00044236227,0.030868405,0.01777463,0.0011030185,0.00499526,0.010519953,0.00054905144,0.0071747396,0.00808382,0.2776618,0.009185951,0.0016658393,0.0012153534,0.00070674706,0.008506209,0.008181236,0.10609104,0.11538186,0.1223955,0.0034230268,0.0007738808,0.0038967545,0.10927898,0.1484651,0.0016089213
2515,THYM,3.4119e-05,5.2192718e-05,0.017438494,0.01358335,0.00012108386,0.00031485574,0.0022000803,0.00018462853,0.00438295,0.0056216456,0.14340447,0.006391327,8.8265e-05,7.316139e-05,0.0024552562,0.0022149484,0.0050836983,0.062332265,0.051836707,0.029817486,0.00021778177,1.762988e-05,0.0003068632,0.10762324,0.54348934,0.0007142466,1.9928837e-05,6.870242e-05,0.017264232,0.014103757,0.0001158844,0.00033937357,0.002461852,0.00020200563,0.004577067,0.0059743533,0.14366306,0.007542285,0.000111186695,8.041909e-05,0.002457439,0.0024018155,0.0053992346,0.06149493,0.05218734,0.028777879,0.00033250407,2.7551925e-05,0.00037464537,0.10814542,0.5409828,0.0008943516
2516,KIPAN,0.02910849,0.012229599,0.034827054,0.03866148,0.010030232,0.018529736,0.01130361,0.015127968,0.47434494,0.11965798,0.00023444106,0.002822196,0.039542507,0.015322851,0.0036713916,0.011200427,0.009379046,0.00074202614,0.016037434,0.0404572,0.008938478,0.016556915,0.0590407,0.0007118373,0.003649735,0.007871675,0.00045924445,0.010797493,0.051502567,0.04495574,0.010706161,0.007281039,0.007818574,0.02137679,0.33634725,0.10130543,0.00019603719,0.0011203116,0.154442,0.014795688,0.0051913126,0.022946894,0.011994062,0.00033524953,0.03313653,0.058813628,0.015460265,0.032020345,0.04102542,0.0009052808,0.0030102297,0.012056485
2517,KIPAN,0.00081107893,0.01212698,0.054122683,0.056333307,0.0021824697,0.0025832215,0.01655207,0.06939429,0.40985158,0.2065037,1.7216622e-06,0.0009223973,0.024767365,0.02145041,0.005666561,0.0040526083,0.0010382141,6.3471202e-06,0.0053958558,0.0036716473,0.005232665,0.05157896,0.012423115,0.000107614534,1.8553432e-05,0.033204578,0.00030033934,0.010153057,0.043838933,0.047932167,0.0013918262,0.0031875093,0.012624328,0.069180444,0.40363547,0.21088481,1.4921214e-06,0.00049925793,0.033320986,0.022515766,0.005193571,0.0047011636,0.0022010012,4.877717e-06,0.004864845,0.006217602,0.0032176238,0.07092154,0.010772937,4.5285946e-05,4.1318854e-05,0.032351885
2518,BRCA,0.00048715368,0.003925314,0.7505519,0.0034093873,0.002933839,8.810767e-05,0.05226725,0.010635965,0.0015149581,0.00087095133,0.00043574223,0.024976127,0.005519318,0.0022383248,0.0019470367,0.05047236,0.0016396969,0.0011191283,0.0038698288,0.0053356946,0.00046771133,0.0060791965,0.00012949633,0.00026507725,0.0015419564,0.06727852,0.00054529996,0.0017087248,0.73150843,0.0050387066,0.0032301913,2.7499185e-05,0.080826245,0.012593794,0.0010577126,0.00031822134,0.00047377983,0.021858618,0.0027758274,0.0026090296,0.001483442,0.043155,0.0013170403,0.00077350903,0.0026896177,0.00068413944,0.00037207047,0.0043316036,4.1943826e-05,0.00016421602,0.0004863315,0.07992911
2519,BRCA,0.015038668,0.0086148,0.0803983,0.011875048,0.055913907,0.005136791,0.041440126,0.06962676,0.09634112,0.032289907,0.00071302516,0.0037842167,0.011614443,0.012257776,0.003960451,0.083788656,0.30087617,0.0009906279,0.008226628,0.04732093,0.007032341,0.068238415,0.019567454,0.0017873744,0.0058293245,0.0073367553,0.0108342,0.0031825495,0.17858231,0.016729044,0.18172954,0.00022152744,0.0563908,0.07526112,0.13230024,0.039578278,0.00012467895,0.01551193,0.004772277,0.014901083,0.0022678305,0.031469196,0.07524611,0.0005290842,0.0016323647,0.009402002,0.009427806,0.097294755,0.007269079,0.001410071,0.0010365814,0.03289554
2520,COAD,0.000111187706,6.6616085e-05,0.00018627415,0.0015755296,0.9431484,0.00041825563,0.0045851558,0.00023902794,0.00010211197,5.46402e-05,1.351995e-08,0.00015067343,0.00082895684,0.0006689044,0.00217834,0.00017801973,0.011407842,1.28603785e-08,5.461283e-06,0.00021384927,0.00040424007,0.030619308,0.000119613134,5.837536e-07,1.0851008e-05,0.0027262312,0.00017892124,7.239407e-05,0.0003773761,0.0018323509,0.91559595,6.68488e-05,0.0095436005,0.00021177772,0.0001742501,7.765109e-05,1.13500285e-08,0.00027633863,0.00058444793,0.00039475205,0.0012961581,9.511069e-05,0.006596769,9.517507e-09,8.659054e-06,0.00039620674,0.00052978116,0.058125746,0.000160726,4.777599e-07,2.225653e-05,0.0033814642
2521,LUSC,0.0009939777,0.004865318,0.05731823,0.008457747,0.012901321,0.00027657978,0.0051419004,0.10356576,0.0032958973,0.0007376676,8.965595e-07,0.00029043702,0.0046091652,0.095521286,0.363603,0.013306163,0.001428628,2.690662e-07,1.2032274e-05,0.0081347115,0.0036423872,0.28495902,4.637283e-05,1.6909873e-06,8.162535e-05,0.026807902,0.000112327485,0.007815085,0.040212046,0.0048238756,0.0048421617,0.0001992753,0.0038070704,0.14534608,0.0022272612,0.00049135834,8.9656044e-07,0.0001413294,0.0018984242,0.12086769,0.294218,0.011293282,0.0041113193,2.6906616e-07,8.2973165e-06,0.037317198,0.0013386781,0.25704876,1.0866851e-05,1.6909428e-06,9.688978e-05,0.061769873
2522,PRAD,0.0026806798,0.0038080649,0.057021208,0.039998814,0.025601057,0.028446548,0.072415784,0.013143156,0.1848308,0.11730869,0.0016457874,0.0054280832,0.026632635,0.023607375,0.00876803,0.040263094,0.036344342,0.0024391813,0.050365563,0.035020135,0.012970201,0.044445544,0.13943927,0.0055213347,0.008234908,0.013619711,0.00043734262,0.004949212,0.03860932,0.0197372,0.022983795,0.03326355,0.09003968,0.024616433,0.14812234,0.09350286,0.0022420234,0.0020349517,0.040263053,0.051531907,0.04031117,0.052754596,0.11728149,0.0023321628,0.02506053,0.025213975,0.0070348536,0.06358768,0.06457692,0.004008824,0.014248966,0.011255136
2523,BLCA,0.00011077,0.12617685,0.05504137,0.055950087,0.014028419,3.7809845e-05,4.5296678e-05,0.17076011,0.00057710294,1.3273259e-05,1.2417709e-06,3.8255446e-05,0.00015743711,0.044425603,0.46724468,0.00051803375,9.179817e-05,9.48604e-08,3.6121492e-06,0.00011047723,0.0016531929,0.020683445,1.4779397e-06,3.271744e-07,6.4069313e-06,0.042322714,2.8091792e-05,0.20657447,0.030970227,0.08158204,0.006434335,2.1833495e-05,4.7454745e-05,0.1264876,0.00021608433,1.3979526e-05,1.2417709e-06,1.5558471e-05,8.019362e-05,0.036397785,0.42945585,0.00019194765,8.229761e-05,9.48604e-08,3.5808414e-06,0.00011998337,0.0017523734,0.020997407,1.2335423e-06,3.271744e-07,7.1439313e-06,0.058516864
2524,TGCT,0.030812072,0.001728907,0.022845985,0.012867944,0.0010188075,0.018280137,0.02936807,0.007588446,0.30196473,0.13693786,0.0003232018,0.006483,0.014996147,0.017703626,0.003078312,0.0021761921,0.015494796,0.0017305956,0.0052513755,0.0076864287,0.018792516,0.015160113,0.32317734,0.0013025461,0.00017071274,0.0030600543,0.010829416,0.0006634046,0.017178182,0.0038513464,0.00030131885,0.00783016,0.018663365,0.0027768149,0.29894817,0.106874086,0.0001636617,0.0015110229,0.008825084,0.012913338,0.002216824,0.00052126,0.010785138,0.0011767342,0.00068289577,0.0015998638,0.016021905,0.007804339,0.46624544,0.0006239353,8.489837e-06,0.0009838876
