true_class,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,h2_s__ACC,h2_s__BLCA,h2_s__BRCA,h2_s__CESC,h2_s__COAD,h2_s__DLBC,h2_s__GBMLGG,h2_s__HNSC,h2_s__KIPAN,h2_s__KIRC,h2_s__LAML,h2_s__LGG,h2_s__LIHC,h2_s__LUAD,h2_s__LUSC,h2_s__OV,h2_s__PAAD,h2_s__PCPG,h2_s__PRAD,h2_s__SARC,h2_s__SKCM,h2_s__STES,h2_s__TGCT,h2_s__THCA,h2_s__THYM,h2_s__UCEC
ACC,0.99994034,5.818624e-07,1.8368606e-06,3.984095e-07,6.9689113e-06,3.5952078e-07,5.5280054e-07,3.2538326e-05,9.80041e-07,5.28393e-08,2.571757e-10,3.1410593e-07,2.7703763e-06,1.5923437e-06,6.639073e-07,7.5051156e-07,5.490568e-07,2.3748254e-09,1.2797513e-09,3.203094e-07,6.919737e-07,4.351722e-06,4.5488778e-07,2.2457776e-09,2.3700736e-08,2.881661e-06,0.9999913,5.6943204e-08,1.7924495e-07,3.5443332e-08,9.438742e-07,3.5299024e-08,4.7660844e-08,5.4932216e-06,9.272459e-08,3.304405e-09,8.56369e-12,2.5176268e-08,3.775261e-07,1.5789163e-07,5.6793738e-08,7.7648714e-08,5.0464088e-08,1.0332289e-10,5.0209108e-11,2.6193161e-08,6.976548e-08,4.815108e-07,4.1071015e-08,9.6932816e-11,1.3267131e-09,3.9714513e-07
UCEC,0.00013003722,0.011897329,0.059955444,0.10961477,0.0022234246,0.0029740606,0.12314436,0.0033214425,0.0043422026,0.020950096,0.07175728,0.076904215,0.043193884,0.0033398448,0.0019413854,0.009206261,0.02734438,0.053895988,0.031022789,0.16164069,0.010281719,0.0057614166,0.0057975324,0.037311353,0.025933512,0.09611459,5.676036e-05,0.009201859,0.050315153,0.0962607,0.0010737502,0.0018651499,0.14086762,0.0019051709,0.002603881,0.016762426,0.076021045,0.0796647,0.039187517,0.0021800967,0.0009780336,0.0064038853,0.023743747,0.05387978,0.027591629,0.17728952,0.007040466,0.0033511745,0.004169757,0.033847794,0.023631196,0.12010716
PAAD,0.0002908217,0.0078786425,0.05858179,0.0049445727,0.011240477,0.0019667787,0.024016447,0.071585886,0.0024783688,0.0036033513,0.0017550752,0.0020692458,0.0051962,0.008545895,0.0068604895,0.0548746,0.3621116,0.0008052935,0.0058008633,0.3004387,0.0015557606,0.043728717,0.0008241048,0.00244944,0.014062307,0.002334587,0.000106475934,0.0048491294,0.039208516,0.0025439698,0.00691965,0.00091604353,0.015881332,0.056951106,0.0010629615,0.0017942977,0.00079955143,0.0009441354,0.0026543038,0.0044943728,0.0036469365,0.04209341,0.44393992,0.00032934052,0.0032141313,0.32460323,0.0006465006,0.031053293,0.00033584915,0.0011210592,0.008886769,0.0010037042
OV,4.7618214e-05,0.005746342,0.06897319,0.002083699,0.005956427,0.0008172599,0.04292328,0.114452355,0.001677132,0.0011494788,0.00026511046,0.041737076,0.030478684,0.017970053,0.052897725,0.2661314,0.14940864,0.000679201,0.0071189217,0.093302,0.0012770952,0.055364754,0.0009602149,0.0008570671,0.00054291956,0.03718236,1.5843949e-05,0.0036586048,0.05504237,0.0010562647,0.0034330771,0.0004102913,0.033667076,0.109478556,0.0007842288,0.0005428867,0.000105809566,0.03756304,0.020122414,0.012409409,0.047121223,0.36135265,0.15684819,0.00030625015,0.0044561196,0.081125855,0.00064656505,0.040538218,0.0004545454,0.000398276,0.00023786207,0.028224349
KIPAN,0.00022955841,0.011147975,0.18892439,0.01247783,0.0013971749,0.00043201935,0.006112831,0.004073327,0.46639994,0.03150916,0.0039436077,0.021966599,0.014377113,0.002628345,0.0012940357,0.0732739,0.001252617,0.0060629346,0.083080605,0.050289612,0.0006864009,0.0026907115,0.0017910972,0.0034366606,0.001483028,0.009038546,8.3969455e-05,0.008025652,0.17111486,0.007942798,0.000677063,0.00020871742,0.0032139812,0.0022547266,0.5661689,0.02006373,0.0022847261,0.01629914,0.009525077,0.001341864,0.0006604851,0.059179354,0.0005694989,0.003693441,0.07855565,0.036620326,0.00032944797,0.0012946607,0.00092497707,0.0018862964,0.00074970676,0.006330944
KIPAN,0.00048794877,0.007272821,0.07018295,0.03513952,0.00370189,0.0063764323,0.03936566,0.012578025,0.03194984,0.0035931126,3.5697616e-05,0.0027606972,0.53857297,0.018800166,0.04589518,0.04331224,0.013023551,2.10535e-05,0.016593056,0.03628344,0.009566727,0.039751306,0.02057276,7.13194e-05,0.0002549976,0.00383665,0.00021468583,0.0036672277,0.04683358,0.023454051,0.0019327826,0.003929644,0.027750459,0.0074994382,0.02136497,0.0017416216,9.965026e-06,0.0013511565,0.68831915,0.011937483,0.036773484,0.0304485,0.008310777,5.3446533e-06,0.010529308,0.025921334,0.0051006414,0.02641128,0.014523448,2.1386628e-05,9.006409e-05,0.001858216
SKCM,7.132763e-08,0.00013708568,8.058809e-05,0.00013550116,4.936086e-05,1.8437318e-05,2.1499858e-08,0.00034953753,1.9304573e-05,1.8338662e-09,4.9525817e-10,8.274051e-09,7.427413e-05,0.0017221239,0.79310924,1.9187176e-08,5.0121702e-08,8.398801e-11,3.0906264e-09,3.8949122e-07,0.20302413,0.0009976526,9.24053e-08,3.906363e-09,1.995776e-08,0.00028205637,7.1191257e-09,3.5675006e-05,1.4714256e-05,3.132913e-05,9.61138e-06,4.481547e-06,1.462405e-09,9.196788e-05,3.2505998e-06,8.9040005e-11,2.6734198e-11,5.7395777e-10,1.6480191e-05,0.0005487449,0.85009223,1.3490614e-09,4.7122177e-09,3.5254614e-12,1.7440636e-10,4.29975e-08,0.14882044,0.00025033386,9.278045e-09,3.3686837e-10,1.7527283e-09,8.067566e-05
OV,0.002529116,0.011334003,0.06820442,0.006271979,0.041599695,0.0033894232,0.044558514,0.04566304,0.017057862,0.011972695,0.00028848648,0.005157651,0.044929862,0.016370565,0.011852911,0.43286034,0.08649399,0.00020460373,0.0049378984,0.036171045,0.0010201294,0.03145089,0.0037100024,0.0005234436,0.00025195023,0.071195476,0.0012079505,0.0072867502,0.04646934,0.0032147905,0.02802745,0.0018846754,0.033466652,0.03453107,0.0100787375,0.0070513682,0.000104907085,0.002991476,0.03371122,0.01111597,0.007601115,0.57996166,0.07917296,7.639398e-05,0.002443491,0.025258893,0.00043211717,0.022491273,0.0018401296,0.0002072548,9.061703e-05,0.05928171
BRCA,0.0005147687,0.0018701433,0.028181292,0.0081609655,0.017150257,0.0031443147,0.009966403,0.013840768,0.0041784463,0.0028673334,0.0009717119,0.017713528,0.024662782,0.00916556,0.0053735757,0.5551857,0.15514769,0.0007287125,0.006532233,0.038932394,0.0002755673,0.035682283,0.0013551285,0.00074982713,0.00024186565,0.05740679,0.0002006588,0.0007623373,0.015041097,0.004430555,0.008848051,0.0016814028,0.004909313,0.00721443,0.0016917265,0.0010645161,0.00034809916,0.011831827,0.013239921,0.004155674,0.0027494913,0.7158025,0.12027267,0.00025851515,0.003053643,0.022107573,8.623909e-05,0.019790594,0.00053708965,0.00026818257,7.0564136e-05,0.03958336
GBMLGG,0.0012335137,0.016165366,0.027430087,0.06963747,0.02120605,0.017587565,0.2260176,0.03796088,0.03804011,0.016582938,0.0010098706,0.04087461,0.06121214,0.0034722986,0.016980927,0.011396531,0.055969704,0.0013399397,0.020444334,0.068499394,0.0026697123,0.059297483,0.0029818388,0.004795661,0.009044771,0.16814922,0.0006531492,0.01221442,0.019947711,0.068422236,0.015602129,0.013885888,0.2911521,0.027765818,0.028226584,0.012301793,0.0005115867,0.036211934,0.05537114,0.002265617,0.013815122,0.008050251,0.055669475,0.00071394595,0.015748434,0.065582916,0.0014511659,0.0519795,0.0018613402,0.0029886102,0.0063282456,0.19127895
PAAD,0.020833816,0.0018894046,0.04015247,0.027167534,0.00018237303,0.019547576,0.014292823,0.011212388,0.13068572,0.071963415,0.0024398277,0.003653198,0.009397831,0.018174782,0.0020407226,0.00993785,0.090622544,0.17810202,0.008893971,0.065500125,0.0048078643,0.0023612273,0.23654056,0.0088709,0.020027153,0.00070191897,0.014697064,0.0009904457,0.032370534,0.023525238,7.727547e-05,0.018001562,0.009433371,0.008448346,0.13313888,0.06545476,0.0014417017,0.002221258,0.006168452,0.013883942,0.001087379,0.0068898075,0.09870714,0.21693301,0.0062388843,0.061900087,0.0029345138,0.0011457497,0.25087458,0.0061140517,0.016962929,0.00035899886
THCA,0.003343661,0.00028950916,0.0013075079,0.005756672,0.00021941403,0.0023219315,0.00029855975,0.0005999702,0.0012755396,0.0006671389,0.001244415,0.00048390398,0.00027358354,0.00024962076,0.0002989654,0.00038271805,0.003139384,0.034884986,0.0058497153,0.007735795,0.021411797,0.00012063561,0.005829936,0.8350293,0.06687269,0.00011264128,0.0008592189,6.04359e-05,0.00027666392,0.0015333112,3.8455164e-05,0.00068846246,5.3452528e-05,0.00011366496,0.0002786286,0.00014046623,0.00030589898,0.00010186559,5.1245126e-05,3.6902245e-05,5.217403e-05,7.977501e-05,0.0008323174,0.013452742,0.0016911909,0.0022444266,0.0076893615,1.8612327e-05,0.0015628308,0.9383437,0.02947687,1.7311906e-05
TGCT,0.0009863763,0.005866045,0.18915126,0.04858972,0.0067902273,0.043239877,0.003254319,0.0064979265,0.1319937,0.079385966,0.015577302,0.0031611682,0.026951604,0.02558322,0.001542557,0.024297185,0.047856443,0.09827441,0.07471277,0.06120208,0.004049209,0.018887129,0.01694348,0.042545836,0.020907387,0.0017528178,0.00054402923,0.0037391346,0.22008955,0.045834053,0.004317193,0.046218544,0.0018808867,0.003828903,0.13280515,0.07468869,0.011783857,0.0018520433,0.021767229,0.020690504,0.0008845401,0.020712843,0.04513091,0.11652859,0.07803561,0.062804304,0.0025948342,0.013631857,0.012995681,0.03828485,0.017336797,0.0010193998
LIHC,2.8857714e-05,0.0036952666,0.0030953577,0.028197542,0.011165319,0.00032894,0.00060681876,0.012144693,0.0043385583,0.00372498,4.8490847e-08,0.00012431826,0.42281508,0.0536649,0.27988234,0.025689393,0.027822092,3.3101024e-08,0.00028770088,0.0050781113,0.00047022957,0.08411721,0.016676582,1.0366384e-06,0.0002939333,0.01575066,8.158426e-06,0.0018651785,0.0012246881,0.017948678,0.0065073655,0.00012919922,0.00022938607,0.0071056564,0.0019349856,0.0017046534,5.151732e-09,4.0429317e-05,0.5432984,0.036179986,0.26644635,0.017952718,0.019034833,3.319319e-09,9.866356e-05,0.0025484269,0.00016514088,0.05506068,0.010949557,1.683608e-07,0.00010059513,0.009466058
GBMLGG,0.00013400424,0.02485773,0.16717337,0.0052182265,0.0066689313,0.0006701372,0.24469207,0.19483928,0.00062103017,0.0011366535,0.00021899726,0.08247091,0.007155606,0.012976023,0.006764858,0.025187993,0.01517197,0.0004438411,0.0015824155,0.016153974,0.0006606609,0.022327421,8.1488775e-05,0.0008112087,0.0002566228,0.16172457,5.1685038e-05,0.021525187,0.18212935,0.0029107668,0.003981761,0.00036204007,0.2759823,0.19990139,0.00023692501,0.0005066936,7.9536934e-05,0.074146144,0.0043883016,0.008891296,0.0042518014,0.021618191,0.010796627,0.00017831108,0.0007400215,0.011189102,0.00028225625,0.014279703,2.894251e-05,0.00035907145,9.6226846e-05,0.1610864
KIPAN,0.0008505152,0.00012299653,0.0016139335,0.00033164746,0.0005158932,0.00067121047,0.009781751,0.00020641072,0.86008483,0.07175016,0.00045114194,0.0028494587,0.00487474,0.00111899,0.00057961827,0.00061025855,0.0003699065,0.0063684583,0.0057498547,0.002054395,0.010393671,7.550321e-05,0.013488104,0.0043222597,0.00046569243,0.0002985741,0.00023162566,2.382154e-05,0.00040826557,6.7805944e-05,0.0001159998,0.0001817345,0.0032750326,3.773249e-05,0.94152886,0.035176657,9.7474665e-05,0.00088635396,0.0016364009,0.00030579575,0.00013989351,0.00015540382,7.84998e-05,0.0022473654,0.0017732177,0.00055979344,0.004208216,1.1759141e-05,0.0054081604,0.001278092,0.00010206474,6.397027e-05
STES,0.00016045387,0.0052612145,0.04830505,0.003944173,0.014811297,0.001776637,0.024667516,0.10159436,0.00074354024,0.0033463233,3.7852707e-05,0.0046498748,0.05359175,0.055189703,0.019167457,0.116480604,0.12921411,2.9657965e-06,0.0073043336,0.08911965,0.0034126262,0.30035824,0.00019442741,2.3410148e-05,0.00017143834,0.01647101,6.314455e-05,0.0033776336,0.035482116,0.0023111694,0.0099264,0.0010340405,0.01671096,0.10484383,0.0003061205,0.0017812158,1.2841569e-05,0.0027671498,0.046498798,0.04873206,0.014552217,0.120750085,0.12739371,7.409798e-07,0.004491099,0.08044488,0.001972576,0.36491278,8.262964e-05,7.043682e-06,6.633934e-05,0.011478419
LUSC,0.00016679578,0.09085221,0.18641153,0.1373249,0.0028463667,0.0075968774,0.042271893,0.29780596,0.0039109997,0.0125944195,4.9885984e-05,0.029248275,0.0054064263,0.008352607,0.03032224,0.010643843,0.0042015347,0.0005000006,0.003829778,0.008563373,0.0024769427,0.016103761,0.0016751095,0.0026829527,0.003675436,0.09048587,6.688547e-05,0.09290137,0.2144344,0.13811061,0.001410238,0.0054247677,0.027845662,0.33991486,0.0017276373,0.007969578,1.4684425e-05,0.021126416,0.0028737895,0.0054481425,0.023581045,0.006078086,0.0022455282,0.00019187888,0.0020176573,0.005040931,0.001188842,0.010451967,0.00073597673,0.0013565392,0.0018944306,0.085948
LAML,0.0010145612,0.00074361224,0.031612,0.007749321,0.000289895,0.017076489,0.0009828932,0.0003724676,0.0057118256,0.0010376701,0.6893109,0.0009523822,0.0012983431,0.0002090081,2.3660095e-05,0.0013213374,0.0014836895,0.14032336,0.016894883,0.026562864,0.0005158444,0.0004626478,0.004368932,0.006267654,0.043086745,0.00032698922,0.00028394366,0.00021250604,0.014244577,0.0032048754,6.177152e-05,0.007592577,0.00028861873,8.2762286e-05,0.0021704596,0.0003097635,0.8333343,0.00027820616,0.00035996907,4.4247445e-05,3.744555e-06,0.00037704778,0.0004709741,0.08902787,0.007539661,0.011573152,0.00013974724,0.000121932724,0.0014011763,0.0024261733,0.024372295,7.760989e-05
PRAD,0.00020586427,0.00415436,0.020055624,0.007891795,0.0036366927,0.017731566,0.13288343,0.020524973,0.071274094,0.033444047,0.00394133,0.03322142,0.017070083,0.01949927,0.006495447,0.0022003364,0.025754806,0.020814419,0.3064217,0.08485066,0.05132057,0.0077447286,0.0015066,0.09139849,0.011008677,0.004949019,6.545488e-05,0.002466395,0.0114370715,0.0044865273,0.0016462685,0.01294254,0.12658058,0.011277284,0.056012057,0.024609758,0.0018953034,0.0218134,0.011473002,0.012729952,0.0037587183,0.0010209015,0.019678688,0.013723282,0.40829226,0.07424131,0.045143962,0.0041408306,0.00069404417,0.120931074,0.006351057,0.002588302
PRAD,0.0020953051,0.0066353795,0.20608099,0.048285607,0.004685308,0.011657941,0.013981397,0.006447732,0.030132346,0.04406089,0.01906944,0.0076076454,0.014071716,0.009456293,0.0010894655,0.03443999,0.015653525,0.14710526,0.11676984,0.08743502,0.019836731,0.007895546,0.028148908,0.07034771,0.042964984,0.0040450185,0.0012756408,0.0040709083,0.23794796,0.045196142,0.0028575573,0.008987062,0.009986048,0.0043443753,0.024114788,0.039672434,0.015969152,0.0050873547,0.010318358,0.00611707,0.00058485917,0.028158609,0.0118830195,0.17772631,0.12491664,0.088504836,0.01563867,0.0052527706,0.024114845,0.06613561,0.03879934,0.0023397156
PAAD,0.0035106908,0.0021060188,0.010670732,0.002841588,0.035698608,0.0016727677,0.06225976,0.0543435,0.00039454302,0.0003421817,1.363147e-05,0.028754719,0.0039464296,0.015781695,0.014679208,0.1384429,0.46182376,1.7313228e-05,0.00027837523,0.041468635,0.0028419269,0.109073326,0.0017540122,1.994564e-05,0.0004556696,0.0068080695,0.0018260943,0.0010020189,0.005624187,0.0014476224,0.022994297,0.0009205383,0.042451892,0.041530076,0.00014282936,0.00012458654,3.4406335e-06,0.019821282,0.0019230692,0.009890883,0.008995516,0.132578,0.58519256,4.6775253e-06,9.528389e-05,0.030213615,0.0014612649,0.08689294,0.00084419065,5.1219595e-06,0.00018867129,0.0038253497
PAAD,0.001014712,0.0029419407,0.009289605,0.00082225044,0.0050431215,0.004649251,0.007491283,0.021311453,0.0056782784,0.00038472473,0.00014439061,0.0013970557,0.007113946,0.016211763,0.004016601,0.01616509,0.80414754,0.003393358,0.004558322,0.038124762,0.0044567813,0.012703818,0.020591369,0.0007966663,0.005370359,0.0021815314,0.00034647842,0.0010793703,0.0036399576,0.00024939928,0.0020414554,0.002122545,0.0030608578,0.011450671,0.002323058,0.00010436762,3.343175e-05,0.0004468288,0.0030898387,0.0073959925,0.0015688144,0.008377333,0.90788466,0.001318399,0.0016783277,0.02100078,0.0016881124,0.004892016,0.011117735,0.00022391834,0.002121353,0.0007443124
PAAD,0.00019095506,0.0120848715,0.10109198,0.112515084,0.08695009,0.010497429,0.055042688,0.008493438,0.0291105,0.037370756,0.01422075,0.009633531,0.013979131,0.013972522,0.0029895094,0.0171852,0.12824966,0.021833781,0.035309933,0.08873805,0.0031758575,0.032134593,0.04799195,0.07806132,0.015154369,0.02402206,9.398699e-05,0.009222167,0.09785877,0.13409634,0.08426291,0.00940191,0.052026827,0.0062002796,0.02359434,0.033118024,0.011215736,0.0069249542,0.011798745,0.011129346,0.0017366037,0.0140964575,0.15031232,0.018759847,0.032951728,0.09593126,0.0019220269,0.028850786,0.050240543,0.08275279,0.01229383,0.01920748
GBMLGG,9.077807e-05,3.486392e-05,0.0003938535,6.0882358e-06,0.00022256479,1.7405886e-05,0.3405601,0.0006034251,1.9601292e-05,1.8616034e-05,0.0017055626,0.6532703,2.8220318e-05,0.00017441112,8.969925e-06,0.00036220992,0.00012216353,0.00013615872,0.00032155734,0.00091806555,1.6820979e-05,3.1544063e-05,8.177421e-07,2.407582e-05,1.5739775e-05,0.0008960755,1.7763243e-05,6.6116413e-06,9.002209e-05,8.544948e-07,5.5005792e-05,3.0994966e-06,0.26899418,0.00017047598,3.1978545e-06,3.0215097e-06,0.00057015865,0.7292431,4.830113e-06,4.4834647e-05,1.5369792e-06,0.00010313055,2.8592309e-05,2.9901395e-05,8.099142e-05,0.0002640487,2.8018715e-06,5.4446127e-06,8.7726605e-08,4.1453545e-06,2.4940737e-06,0.0002696631
KIRC,1.6056669e-05,0.0001873291,0.0005710256,0.00035640408,2.5236523e-05,0.000609337,0.0002578634,0.00044946474,0.11973705,0.87055296,2.6226114e-06,0.00020492123,0.0011289712,0.0010292662,3.381311e-05,9.092097e-05,0.00016768968,0.00016318765,0.0012336378,0.000984872,0.0009939022,0.00011976949,0.0008290994,7.485458e-05,6.6983666e-05,0.00011276444,2.6891475e-06,4.28681e-05,0.00013197909,8.269641e-05,4.227735e-06,0.00017515615,5.3517153e-05,0.00010935911,0.057610735,0.9398581,3.1641255e-07,4.1772833e-05,0.0003300848,0.00029069273,5.824701e-06,1.6281405e-05,3.700755e-05,3.499413e-05,0.00034594472,0.00025913003,0.00026514183,2.4286119e-05,0.0002272663,1.25874985e-05,1.1470955e-05,2.5903008e-05
LIHC,8.089747e-06,0.0034939235,0.008364578,0.00020919647,0.02612517,0.00046660303,0.0019237093,0.009175907,0.0006864593,3.8426497e-05,6.1145823e-07,9.9400386e-05,0.50128376,0.05767236,0.27248225,0.013622489,0.001803643,2.9969905e-07,0.0004894654,0.0007456377,0.0013487574,0.08780662,0.00035320548,1.5155907e-06,6.272188e-07,0.011797317,1.8918369e-06,0.0017444907,0.003670039,6.6115565e-05,0.015929423,0.00019688415,0.0008089744,0.0048793657,0.00023550872,9.674217e-06,9.580311e-08,3.1644002e-05,0.583257,0.040664144,0.27060145,0.009045976,0.0007390532,4.464803e-08,0.00017558697,0.00028636804,0.0005319823,0.060778234,0.00012450815,2.7725542e-07,1.02861556e-07,0.0062210574
PAAD,9.730119e-05,0.005810292,0.0045479997,0.002828838,0.0674686,0.00016823795,0.003304357,0.23145823,0.0014534427,0.0008756901,4.0268014e-07,9.4071846e-05,0.04594776,0.023226231,0.34518856,0.013916561,0.00023799817,1.3088193e-08,2.0006813e-05,0.0022347798,0.004449659,0.19507565,0.00048101574,4.0361536e-07,1.0295937e-07,0.0511138,3.5978235e-05,0.003764011,0.0022217229,0.0014441132,0.054025624,6.619967e-05,0.0016459122,0.23542619,0.00063230965,0.00037874305,6.7893126e-08,3.387545e-05,0.03819022,0.016420193,0.39405125,0.010314157,8.634533e-05,1.4606544e-09,5.1591837e-06,0.0011231871,0.0024622327,0.19405347,0.0002046387,6.9255705e-08,1.5452713e-08,0.04341435
BRCA,0.0008440527,0.008977697,0.13787486,0.029236408,0.006127284,0.011527882,0.010944541,0.0238048,0.030008208,0.022633797,3.7785292e-05,0.0012320046,0.026896833,0.044851825,0.009379752,0.28801525,0.18618819,0.0032401795,0.011008347,0.09324301,0.004709194,0.01937995,0.012314537,0.005690052,0.00027756655,0.011555986,0.00043352906,0.005901511,0.11394876,0.023254022,0.0032289382,0.009360411,0.00718383,0.018820204,0.021359485,0.015573104,1.2192534e-05,0.0006551365,0.021853518,0.041181292,0.006426053,0.38272244,0.19894421,0.0020133902,0.0068416493,0.08189037,0.0026229098,0.014595477,0.009583867,0.0032945864,0.000113571776,0.008185501
BRCA,0.0013320284,0.003764769,0.5680294,0.0056441226,0.0765724,0.011765652,0.0014743627,0.013294111,0.044904523,0.023781229,0.021688337,0.0011695152,0.02065188,0.006010302,0.00034150507,0.036752358,0.012969367,0.004212142,0.07984575,0.015629975,0.0021222422,0.012219534,0.006443934,0.0035643708,0.006249324,0.019566864,0.0005017798,0.0015187318,0.7561274,0.0022020496,0.04991706,0.0064252107,0.00047334237,0.0061849807,0.025373679,0.012478358,0.011736259,0.00036765862,0.01174986,0.0024612644,0.00010495532,0.021014709,0.006303298,0.0015844312,0.05039135,0.007770228,0.0008246039,0.005034606,0.0026942587,0.0012830993,0.0028186436,0.012658163
COAD,0.000824293,0.0032451411,0.0036494348,0.0010667825,0.45889547,0.00029665497,0.013152187,0.12205453,0.00017921689,9.717544e-05,2.2081123e-07,0.0019539457,0.010545653,0.023417471,0.14294945,0.037280668,0.09280742,5.423609e-07,8.009839e-05,0.0023800067,0.00335332,0.07247062,0.0014793269,1.3581779e-06,0.00011270793,0.0077062924,0.0003118398,0.0013248465,0.001495708,0.0003834609,0.62171626,0.000104171726,0.0069555626,0.08385671,5.3592077e-05,2.4336825e-05,3.3102797e-08,0.00085239415,0.0050557237,0.013578964,0.11887721,0.025970543,0.066363074,8.1318056e-08,2.0150997e-05,0.0009711711,0.0015337551,0.046289507,0.00057243276,2.1273121e-07,2.9844361e-05,0.0036583517
KIPAN,0.0006334005,0.009447345,0.054212254,0.091071755,0.0019369633,0.005065325,0.0071989936,0.017393982,0.17106287,0.054818448,0.000115435294,0.00013103614,0.094890185,0.007560251,0.00045147238,0.00513275,0.0049524116,0.003282053,0.023770029,0.14994347,0.0028642525,0.01729756,0.035793994,0.0007177156,0.0015674843,0.23868856,0.0002962334,0.0060564857,0.04186635,0.08420995,0.0009111717,0.0035581603,0.0047706985,0.013570342,0.16130665,0.045598798,4.1276206e-05,4.7550686e-05,0.09781541,0.0055127577,0.0001978422,0.0031174899,0.003057361,0.001796038,0.017988432,0.15291457,0.0014672206,0.012344265,0.031988785,0.00032312394,0.0007661706,0.30847698
SARC,0.0007960875,0.004011399,0.11958924,0.03776516,0.0012512296,0.007049723,0.011219993,0.0054708,0.009333428,0.035302427,0.04568761,0.00525322,0.009748201,0.007253174,0.0005754123,0.01954774,0.010239706,0.09298289,0.10988073,0.20078784,0.00086514774,0.009455499,0.02023198,0.012482676,0.2172381,0.0059805796,0.0003466085,0.002246114,0.114053704,0.03260446,0.00057659735,0.004641743,0.0072297407,0.002917922,0.0057551647,0.03155726,0.043047585,0.0031029645,0.0058219666,0.00491676,0.0002388609,0.013391525,0.007066967,0.0981593,0.1200864,0.21192196,0.00043444766,0.0059621283,0.013487807,0.0098120915,0.25682715,0.0037927239
UCEC,0.0009087817,0.0026250004,0.022419704,0.08665659,0.02562256,0.0044257464,0.01007881,0.08812805,0.0027119792,0.0025572078,6.701444e-08,0.00029048527,0.027723301,0.0126812225,0.01617525,0.00039182868,0.004055787,3.3877853e-08,4.7599395e-05,0.0003970795,0.002738436,0.068631865,0.0014924068,1.6920164e-07,9.287831e-05,0.6191472,0.00037921217,0.0012115317,0.011982771,0.061803658,0.01573178,0.0023548626,0.005070192,0.062450547,0.0010712846,0.0010564532,6.933312e-09,8.736823e-05,0.015420645,0.007168377,0.009088858,0.0001213638,0.0018898022,3.199491e-09,1.1225874e-05,0.00012633711,0.0011903566,0.04345404,0.0005928073,2.0160558e-08,2.6626702e-05,0.75770986
STES,0.00073416956,0.00894496,0.035217877,0.008757064,0.032442577,0.0035107401,0.00095733814,0.03266833,0.008591079,0.005514281,3.0788997e-06,4.1346797e-05,0.030730724,0.007658876,0.016714713,0.1800575,0.16994181,3.7121106e-05,0.006032875,0.054575607,0.0012452861,0.36764857,0.007557103,0.00012942776,0.0032654165,0.01702211,0.00033528064,0.0061824303,0.02281346,0.005518547,0.0257241,0.0021876195,0.00045012077,0.025307998,0.004721348,0.0030471557,7.3683555e-07,1.4117712e-05,0.023150487,0.0047250213,0.0111796465,0.20991613,0.17026404,1.122384e-05,0.003447564,0.04523497,0.0005976799,0.41706154,0.0046169665,4.486925e-05,0.0017555567,0.011691412
SARC,0.0005153894,0.00017330235,0.044202324,0.018938292,0.00014913882,0.0022255627,0.0013755683,0.00061627285,0.005995459,0.0023081,0.33218312,0.0017638874,0.00053612504,0.00020397044,2.2007362e-05,0.012570627,0.0048744353,0.09860703,0.098237,0.027906334,0.0002660523,0.00026565144,0.0029476765,0.07735441,0.2647736,0.0009886544,0.00020535932,5.8516795e-05,0.033456232,0.012952542,4.8961017e-05,0.0011153816,0.000637351,0.00025554895,0.0034989894,0.0011710393,0.3833534,0.00085061416,0.00021665974,7.084836e-05,5.9636145e-06,0.00809642,0.002899362,0.08844054,0.087097034,0.020877164,9.717821e-05,9.66171e-05,0.0015559423,0.06549028,0.28701475,0.0004372273
BRCA,0.001114275,0.015873497,0.112535685,0.0017346152,0.030189201,0.0040274668,0.020600112,0.023848465,0.021487655,0.00667157,0.0016996022,0.0011861201,0.03735147,0.018735263,0.0038512629,0.45922393,0.05599964,0.0076796305,0.038492028,0.08025937,0.003666765,0.030238692,0.006715093,0.001930622,0.007248694,0.007639281,0.00045246357,0.010107012,0.08910283,0.00074169633,0.022626476,0.0022183186,0.013248504,0.015696682,0.013074569,0.0033531024,0.0006743321,0.0005117126,0.025845515,0.012111487,0.0018186317,0.6213122,0.042277224,0.004381176,0.026395217,0.059371967,0.0016096049,0.02069677,0.003885961,0.000837413,0.0037003634,0.0039487164
STES,6.057929e-05,0.022385301,0.11663535,0.005876707,0.007202782,0.0061468463,0.0019957316,0.09536755,0.0008736287,0.0002104769,3.4423854e-05,5.095619e-05,0.07012384,0.03758523,0.5052673,0.005475031,0.0046548424,3.4722732e-06,0.00031777297,0.0018505305,0.0024682009,0.10551825,0.001078253,3.451313e-05,0.00010027981,0.008682128,2.4794921e-05,0.0173304,0.1078034,0.0034718942,0.004174934,0.004185554,0.00083258736,0.072630316,0.0003595467,7.2271694e-05,1.1159417e-05,1.4546852e-05,0.05596227,0.02327348,0.6178349,0.0030277057,0.002523028,7.1972147e-07,0.00011382561,0.0008342242,0.0011602442,0.07796137,0.00048087758,9.616661e-06,3.4169607e-05,0.005872152
