row_index,matched_profile,profile_support,profile_purity,h0_prediction,retrieval_prediction,blend_prediction,true_class,h0_correct,retrieval_recovers_h0_error,retrieval_breaks_h0_correct
3206,False,0,0.0,BRCA,BRCA,BRCA,PRAD,False,False,False
3207,False,0,0.0,LUAD,BRCA,LUAD,LUSC,False,False,False
3208,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3209,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3210,False,0,0.0,THCA,BRCA,THCA,PRAD,False,False,False
3211,False,0,0.0,THYM,BRCA,THYM,THCA,False,False,False
3212,False,0,0.0,ACC,BRCA,ACC,ACC,True,False,False
3213,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3214,False,0,0.0,BRCA,BRCA,BRCA,KIPAN,False,False,False
3215,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3216,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3217,False,0,0.0,SARC,BRCA,SARC,STES,False,False,False
3218,False,0,0.0,PCPG,BRCA,PCPG,BRCA,False,False,False
3219,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
3220,False,0,0.0,OV,BRCA,OV,OV,True,False,False
3221,False,0,0.0,TGCT,BRCA,TGCT,LGG,False,False,False
3222,False,0,0.0,LGG,BRCA,LGG,LGG,True,False,False
3223,False,0,0.0,STES,BRCA,STES,OV,False,False,False
3224,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3225,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3226,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3227,False,0,0.0,KIPAN,BRCA,KIPAN,KIPAN,True,False,False
3228,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3229,False,0,0.0,PCPG,BRCA,PCPG,SARC,False,False,False
3230,False,0,0.0,HNSC,BRCA,HNSC,BLCA,False,False,False
3231,False,0,0.0,SARC,BRCA,SARC,GBMLGG,False,False,False
3232,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3233,False,0,0.0,HNSC,BRCA,HNSC,STES,False,False,False
3234,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
3235,False,0,0.0,PCPG,BRCA,PCPG,CESC,False,False,False
3236,False,0,0.0,LGG,BRCA,LGG,LGG,True,False,False
3237,False,0,0.0,LUAD,BRCA,LUAD,LUSC,False,False,False
3238,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
3239,False,0,0.0,CESC,BRCA,CESC,CESC,True,False,False
3240,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
3241,False,0,0.0,PRAD,BRCA,PRAD,BRCA,False,False,False
3242,False,0,0.0,BRCA,BRCA,BRCA,LIHC,False,False,False
3243,False,0,0.0,CESC,BRCA,CESC,CESC,True,False,False
3244,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3245,False,0,0.0,OV,BRCA,OV,BRCA,False,False,False
3246,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
3247,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
3248,False,0,0.0,BRCA,BRCA,BRCA,CESC,False,False,False
3249,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3250,False,0,0.0,PCPG,BRCA,PCPG,PCPG,True,False,False
3251,False,0,0.0,KIRC,BRCA,KIRC,BRCA,False,False,False
3252,False,0,0.0,PRAD,BRCA,PRAD,SARC,False,False,False
3253,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3254,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3255,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3256,True,14,1.0,THCA,THCA,THCA,LGG,False,False,False
3257,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3258,False,0,0.0,THYM,BRCA,THYM,THYM,True,False,False
3259,False,0,0.0,ACC,BRCA,ACC,ACC,True,False,False
3260,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3261,False,0,0.0,LUSC,BRCA,LUSC,HNSC,False,False,False
3262,False,0,0.0,KIPAN,BRCA,KIPAN,BRCA,False,False,False
3263,False,0,0.0,SARC,BRCA,SARC,SKCM,False,False,False
3264,False,0,0.0,COAD,BRCA,COAD,STES,False,False,False
3265,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
3266,True,1,1.0,KIRC,KIPAN,KIPAN,KIRC,True,False,True
3267,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
3268,False,0,0.0,BRCA,BRCA,BRCA,CESC,False,False,False
3269,False,0,0.0,KIPAN,BRCA,KIPAN,KIPAN,True,False,False
3270,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
3271,False,0,0.0,PRAD,BRCA,PRAD,SARC,False,False,False
3272,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3273,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3274,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3275,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3276,False,0,0.0,BRCA,BRCA,BRCA,OV,False,False,False
3277,False,0,0.0,OV,BRCA,OV,SARC,False,False,False
3278,False,0,0.0,KIRC,BRCA,KIRC,KIRC,True,False,False
3279,False,0,0.0,KIRC,BRCA,KIRC,PRAD,False,False,False
3280,False,0,0.0,STES,BRCA,STES,LUAD,False,False,False
3281,False,0,0.0,BRCA,BRCA,BRCA,SARC,False,False,False
3282,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
3283,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3284,False,0,0.0,BRCA,BRCA,BRCA,UCEC,False,False,False
3285,True,1,1.0,GBMLGG,LGG,LGG,GBMLGG,True,False,True
3286,False,0,0.0,LUSC,BRCA,LUSC,OV,False,False,False
3287,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3288,False,0,0.0,PCPG,BRCA,PCPG,SARC,False,False,False
3289,False,0,0.0,OV,BRCA,OV,LUAD,False,False,False
3290,False,0,0.0,SARC,BRCA,SARC,SARC,True,False,False
3291,False,0,0.0,TGCT,BRCA,TGCT,KIRC,False,False,False
3292,False,0,0.0,PAAD,BRCA,PAAD,COAD,False,False,False
3293,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3294,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3295,False,0,0.0,BRCA,BRCA,BRCA,CESC,False,False,False
3296,False,0,0.0,BRCA,BRCA,BRCA,KIRC,False,False,False
3297,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3298,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3299,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3300,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3301,False,0,0.0,OV,BRCA,OV,BRCA,False,False,False
3302,False,0,0.0,TGCT,BRCA,TGCT,TGCT,True,False,False
3303,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3304,False,0,0.0,PCPG,BRCA,PCPG,LAML,False,False,False
3305,False,0,0.0,KIRC,BRCA,KIRC,KIPAN,False,False,False
3306,True,1,1.0,KIRC,KIPAN,KIPAN,KIRC,True,False,True
3307,False,0,0.0,PRAD,BRCA,PRAD,SARC,False,False,False
3308,False,0,0.0,BRCA,BRCA,BRCA,KIRC,False,False,False
3309,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3310,False,0,0.0,SARC,BRCA,SARC,STES,False,False,False
3311,False,0,0.0,KIRC,BRCA,KIRC,TGCT,False,False,False
3312,False,0,0.0,KIRC,BRCA,KIRC,UCEC,False,False,False
3313,False,0,0.0,KIRC,BRCA,KIRC,KIPAN,False,False,False
3314,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3315,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3316,False,0,0.0,TGCT,BRCA,TGCT,TGCT,True,False,False
3317,False,0,0.0,OV,BRCA,OV,STES,False,False,False
3318,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
3319,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
3320,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3321,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3322,False,0,0.0,COAD,BRCA,COAD,STES,False,False,False
3323,False,0,0.0,LUAD,BRCA,LUAD,HNSC,False,False,False
3324,False,0,0.0,THYM,BRCA,THYM,PCPG,False,False,False
3325,False,0,0.0,OV,BRCA,OV,PCPG,False,False,False
3326,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3327,False,0,0.0,THYM,BRCA,THYM,PAAD,False,False,False
3328,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3329,False,0,0.0,PRAD,BRCA,PRAD,GBMLGG,False,False,False
3330,False,0,0.0,UCEC,BRCA,UCEC,KIPAN,False,False,False
3331,False,0,0.0,BRCA,BRCA,BRCA,PRAD,False,False,False
3332,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3333,False,0,0.0,LIHC,BRCA,LIHC,PRAD,False,False,False
3334,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3335,False,0,0.0,UCEC,BRCA,UCEC,BRCA,False,False,False
3336,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3337,False,0,0.0,LGG,BRCA,LGG,PRAD,False,False,False
3338,False,0,0.0,BRCA,BRCA,BRCA,HNSC,False,False,False
3339,True,1,1.0,LGG,LGG,LGG,GBMLGG,False,False,False
3340,False,0,0.0,PAAD,BRCA,PAAD,GBMLGG,False,False,False
3341,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3342,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
3343,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3344,False,0,0.0,LAML,BRCA,LAML,PCPG,False,False,False
3345,False,0,0.0,OV,BRCA,OV,KIRC,False,False,False
3346,False,0,0.0,CESC,BRCA,CESC,HNSC,False,False,False
3347,False,0,0.0,GBMLGG,BRCA,GBMLGG,BRCA,False,False,False
3348,False,0,0.0,PAAD,BRCA,PAAD,COAD,False,False,False
3349,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
3350,False,0,0.0,SARC,BRCA,SARC,LGG,False,False,False
3351,False,0,0.0,PRAD,BRCA,PRAD,THCA,False,False,False
3352,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
3353,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
3354,False,0,0.0,PCPG,BRCA,PCPG,PRAD,False,False,False
3355,False,0,0.0,ACC,BRCA,ACC,ACC,True,False,False
3356,False,0,0.0,PRAD,BRCA,PRAD,KIRC,False,False,False
3357,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3358,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3359,False,0,0.0,LUAD,BRCA,LUAD,LUSC,False,False,False
3360,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3361,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3362,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
3363,False,0,0.0,BRCA,BRCA,BRCA,PAAD,False,False,False
3364,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3365,False,0,0.0,BRCA,BRCA,BRCA,KIPAN,False,False,False
3366,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3367,False,0,0.0,LUAD,BRCA,LUAD,LUAD,True,False,False
3368,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
3369,False,0,0.0,PCPG,BRCA,PCPG,PRAD,False,False,False
3370,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3371,False,0,0.0,PCPG,BRCA,PCPG,THCA,False,False,False
3372,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3373,False,0,0.0,OV,BRCA,OV,BRCA,False,False,False
3374,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3375,False,0,0.0,CESC,BRCA,CESC,HNSC,False,False,False
3376,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3377,False,0,0.0,PCPG,BRCA,PCPG,PCPG,True,False,False
3378,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3379,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3380,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3381,False,0,0.0,BRCA,BRCA,BRCA,KIRC,False,False,False
3382,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3383,False,0,0.0,PCPG,BRCA,PCPG,THCA,False,False,False
3384,False,0,0.0,DLBC,BRCA,DLBC,DLBC,True,False,False
3385,False,0,0.0,STES,BRCA,STES,LUAD,False,False,False
3386,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3387,False,0,0.0,BRCA,BRCA,BRCA,PRAD,False,False,False
3388,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3389,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3390,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3391,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
3392,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
3393,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
3394,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
3395,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
3396,False,0,0.0,SKCM,BRCA,SKCM,HNSC,False,False,False
3397,False,0,0.0,STES,BRCA,STES,OV,False,False,False
3398,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3399,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3400,False,0,0.0,KIPAN,BRCA,KIPAN,GBMLGG,False,False,False
3401,False,0,0.0,PAAD,BRCA,PAAD,PAAD,True,False,False
3402,False,0,0.0,SARC,BRCA,SARC,GBMLGG,False,False,False
3403,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3404,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3405,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3406,False,0,0.0,GBMLGG,BRCA,GBMLGG,LGG,False,False,False
3407,False,0,0.0,BLCA,BRCA,BLCA,BLCA,True,False,False
3408,False,0,0.0,KIRC,BRCA,KIRC,KIPAN,False,False,False
3409,False,0,0.0,BRCA,BRCA,BRCA,CESC,False,False,False
3410,False,0,0.0,KIPAN,BRCA,KIPAN,LIHC,False,False,False
3411,False,0,0.0,PCPG,BRCA,PCPG,GBMLGG,False,False,False
3412,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
3413,False,0,0.0,OV,BRCA,OV,OV,True,False,False
3414,False,0,0.0,SARC,BRCA,SARC,BRCA,False,False,False
3415,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3416,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
3417,False,0,0.0,BRCA,BRCA,BRCA,SARC,False,False,False
3418,False,0,0.0,OV,BRCA,OV,OV,True,False,False
3419,True,1,1.0,KIPAN,KIRC,KIRC,KIPAN,True,False,True
3420,False,0,0.0,LUSC,BRCA,LUSC,OV,False,False,False
3421,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
3422,False,0,0.0,OV,BRCA,OV,SARC,False,False,False
3423,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3424,False,0,0.0,BRCA,BRCA,BRCA,THCA,False,False,False
3425,False,0,0.0,PAAD,BRCA,PAAD,PAAD,True,False,False
3426,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3427,False,0,0.0,LUAD,BRCA,LUAD,LUAD,True,False,False
3428,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
3429,False,0,0.0,THYM,BRCA,THYM,BRCA,False,False,False
3430,False,0,0.0,BRCA,BRCA,BRCA,OV,False,False,False
3431,False,0,0.0,LUSC,BRCA,LUSC,LUAD,False,False,False
3432,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3433,False,0,0.0,OV,BRCA,OV,PAAD,False,False,False
3434,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3435,False,0,0.0,OV,BRCA,OV,OV,True,False,False
3436,False,0,0.0,STES,BRCA,STES,DLBC,False,False,False
3437,False,0,0.0,STES,BRCA,STES,COAD,False,False,False
3438,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3439,False,0,0.0,PAAD,BRCA,PAAD,PAAD,True,False,False
3440,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3441,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
3442,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3443,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
3444,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
3445,False,0,0.0,THCA,BRCA,THCA,PCPG,False,False,False
3446,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3447,False,0,0.0,OV,BRCA,OV,OV,True,False,False
3448,False,0,0.0,THYM,BRCA,THYM,CESC,False,False,False
3449,False,0,0.0,PRAD,BRCA,PRAD,KIPAN,False,False,False
3450,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3451,False,0,0.0,TGCT,BRCA,TGCT,TGCT,True,False,False
3452,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3453,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3454,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
3455,False,0,0.0,BLCA,BRCA,BLCA,BLCA,True,False,False
3456,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3457,False,0,0.0,BRCA,BRCA,BRCA,CESC,False,False,False
3458,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
3459,False,0,0.0,GBMLGG,BRCA,GBMLGG,SARC,False,False,False
3460,False,0,0.0,KIRC,BRCA,KIRC,KIPAN,False,False,False
3461,False,0,0.0,KIRC,BRCA,KIRC,PRAD,False,False,False
3462,False,0,0.0,PCPG,BRCA,PCPG,THCA,False,False,False
3463,False,0,0.0,PRAD,BRCA,PRAD,KIRC,False,False,False
3464,False,0,0.0,SARC,BRCA,SARC,PRAD,False,False,False
3465,True,1,1.0,KIRC,KIPAN,KIPAN,KIRC,True,False,True
3466,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
3467,False,0,0.0,LUSC,BRCA,LUSC,LIHC,False,False,False
3468,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
3469,False,0,0.0,THYM,BRCA,THYM,THYM,True,False,False
3470,False,0,0.0,BRCA,BRCA,BRCA,HNSC,False,False,False
3471,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3472,False,0,0.0,OV,BRCA,OV,LIHC,False,False,False
3473,False,0,0.0,PCPG,BRCA,PCPG,LAML,False,False,False
3474,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3475,False,0,0.0,THCA,BRCA,THCA,PRAD,False,False,False
3476,False,0,0.0,THYM,BRCA,THYM,THCA,False,False,False
3477,False,0,0.0,CESC,BRCA,CESC,CESC,True,False,False
3478,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3479,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3480,False,0,0.0,KIPAN,BRCA,KIPAN,TGCT,False,False,False
3481,False,0,0.0,PAAD,BRCA,PAAD,PAAD,True,False,False
3482,False,0,0.0,BRCA,BRCA,BRCA,THYM,False,False,False
3483,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3484,False,0,0.0,PCPG,BRCA,PCPG,OV,False,False,False
3485,False,0,0.0,OV,BRCA,OV,SARC,False,False,False
3486,False,0,0.0,BRCA,BRCA,BRCA,OV,False,False,False
3487,False,0,0.0,CESC,BRCA,CESC,TGCT,False,False,False
3488,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
3489,False,0,0.0,GBMLGG,BRCA,GBMLGG,BRCA,False,False,False
3490,False,0,0.0,KIPAN,BRCA,KIPAN,KIPAN,True,False,False
3491,False,0,0.0,SARC,BRCA,SARC,SARC,True,False,False
3492,False,0,0.0,BRCA,BRCA,BRCA,PAAD,False,False,False
3493,False,0,0.0,BRCA,BRCA,BRCA,KIRC,False,False,False
3494,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
3495,False,0,0.0,GBMLGG,BRCA,GBMLGG,SARC,False,False,False
3496,False,0,0.0,PRAD,BRCA,PRAD,SARC,False,False,False
3497,False,0,0.0,DLBC,BRCA,DLBC,DLBC,True,False,False
3498,True,1,1.0,LGG,GBMLGG,GBMLGG,LGG,True,False,True
3499,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3500,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3501,False,0,0.0,STES,BRCA,STES,PAAD,False,False,False
3502,False,0,0.0,KIPAN,BRCA,KIPAN,KIRC,False,False,False
3503,False,0,0.0,PRAD,BRCA,PRAD,BRCA,False,False,False
3504,False,0,0.0,OV,BRCA,OV,SARC,False,False,False
3505,False,0,0.0,LUSC,BRCA,LUSC,LUAD,False,False,False
3506,False,0,0.0,UCEC,BRCA,UCEC,BRCA,False,False,False
3507,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3508,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
3509,False,0,0.0,SARC,BRCA,SARC,COAD,False,False,False
3510,False,0,0.0,PAAD,BRCA,PAAD,TGCT,False,False,False
3511,False,0,0.0,OV,BRCA,OV,BRCA,False,False,False
3512,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
3513,False,0,0.0,LAML,BRCA,LAML,PRAD,False,False,False
3514,False,0,0.0,LIHC,BRCA,LIHC,LUAD,False,False,False
3515,False,0,0.0,PRAD,BRCA,PRAD,BRCA,False,False,False
3516,False,0,0.0,OV,BRCA,OV,PRAD,False,False,False
3517,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3518,False,0,0.0,SARC,BRCA,SARC,PCPG,False,False,False
3519,False,0,0.0,BRCA,BRCA,BRCA,THCA,False,False,False
3520,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
3521,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3522,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3523,False,0,0.0,KIRC,BRCA,KIRC,UCEC,False,False,False
3524,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
3525,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3526,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
3527,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3528,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3529,False,0,0.0,KIPAN,BRCA,KIPAN,LIHC,False,False,False
3530,False,0,0.0,KIRC,BRCA,KIRC,KIRC,True,False,False
3531,False,0,0.0,CESC,BRCA,CESC,BRCA,False,False,False
3532,False,0,0.0,LIHC,BRCA,LIHC,STES,False,False,False
3533,False,0,0.0,CESC,BRCA,CESC,CESC,True,False,False
3534,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3535,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3536,True,1,1.0,LAML,LAML,LAML,LAML,True,False,False
3537,False,0,0.0,KIRC,BRCA,KIRC,SKCM,False,False,False
3538,True,1,1.0,GBMLGG,LGG,LGG,GBMLGG,True,False,True
3539,False,0,0.0,LUSC,BRCA,LUSC,LUAD,False,False,False
3540,True,1,1.0,GBMLGG,LGG,GBMLGG,GBMLGG,True,False,True
3541,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3542,False,0,0.0,GBMLGG,BRCA,GBMLGG,HNSC,False,False,False
3543,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
3544,False,0,0.0,PCPG,BRCA,PCPG,PCPG,True,False,False
3545,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3546,False,0,0.0,LUAD,BRCA,LUAD,BRCA,False,False,False
3547,False,0,0.0,PAAD,BRCA,PAAD,THCA,False,False,False
3548,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
3549,False,0,0.0,PAAD,BRCA,PAAD,LGG,False,False,False
3550,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
3551,False,0,0.0,LIHC,BRCA,LIHC,LUAD,False,False,False
3552,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3553,False,0,0.0,HNSC,BRCA,HNSC,LUSC,False,False,False
3554,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
3555,False,0,0.0,OV,BRCA,OV,THCA,False,False,False
3556,False,0,0.0,THCA,BRCA,THCA,BRCA,False,False,False
3557,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3558,False,0,0.0,GBMLGG,BRCA,GBMLGG,LAML,False,False,False
3559,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
3560,False,0,0.0,KIPAN,BRCA,KIPAN,PRAD,False,False,False
3561,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
3562,False,0,0.0,LAML,BRCA,LAML,PRAD,False,False,False
3563,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
3564,False,0,0.0,KIPAN,BRCA,KIPAN,GBMLGG,False,False,False
3565,False,0,0.0,BRCA,BRCA,BRCA,LUAD,False,False,False
3566,False,0,0.0,BRCA,BRCA,BRCA,CESC,False,False,False
3567,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3568,False,0,0.0,SARC,BRCA,SARC,SARC,True,False,False
3569,False,0,0.0,CESC,BRCA,CESC,BLCA,False,False,False
3570,True,1,1.0,KIPAN,KIRC,KIRC,KIPAN,True,False,True
3571,False,0,0.0,PCPG,BRCA,PCPG,LAML,False,False,False
3572,False,0,0.0,HNSC,BRCA,HNSC,UCEC,False,False,False
3573,False,0,0.0,SARC,BRCA,SARC,PRAD,False,False,False
3574,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
3575,False,0,0.0,BRCA,BRCA,BRCA,SARC,False,False,False
3576,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
3577,False,0,0.0,LIHC,BRCA,LIHC,LIHC,True,False,False
3578,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
3579,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
3580,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
3581,False,0,0.0,HNSC,BRCA,HNSC,LUSC,False,False,False
3582,False,0,0.0,BRCA,BRCA,BRCA,LUAD,False,False,False
3583,False,0,0.0,THYM,BRCA,THYM,KIRC,False,False,False
3584,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
3585,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
3586,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
3587,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
3588,False,0,0.0,STES,BRCA,STES,STES,True,False,False
3589,False,0,0.0,ACC,BRCA,ACC,ACC,True,False,False
